epoch,o,h,l,c,v,time,vwap
1777347900,374.0,374.0,294.1,311.5,43680,2026-04-28 09:15:00,311.5
1777347960,313.9,335.0,306.75,329.7,33800,2026-04-28 09:16:00,319.43959731543623
1777348020,332.35,339.4,331.25,331.65,16965,2026-04-28 09:17:00,321.6329318651067
1777348080,331.65,338.55,326.65,337.05,9750,2026-04-28 09:18:00,323.0755770430443
1777348140,339.0,353.25,338.8,350.65,11895,2026-04-28 09:19:00,325.9009518477044
1777348200,350.65,360.65,349.0,353.2,12220,2026-04-28 09:20:00,328.50086119554203
1777348260,353.0,354.4,341.2,352.25,9620,2026-04-28 09:21:00,330.1572573044298
1777348320,351.15,352.55,346.9,350.65,6045,2026-04-28 09:22:00,331.0176749435666
1777348380,350.8,353.6,345.0,345.0,20475,2026-04-28 09:23:00,332.75855731225295
1777348440,347.1,347.25,333.3,345.2,11765,2026-04-28 09:24:00,333.5892106233862
1777348500,345.0,368.05,344.75,367.45,11505,2026-04-28 09:25:00,335.6644736842105
1777348560,369.05,378.45,369.05,375.6,12090,2026-04-28 09:26:00,338.0808718282368
1777348620,374.95,374.95,363.75,366.4,7345,2026-04-28 09:27:00,339.0849701914026
1777348680,367.55,372.4,365.7,371.25,4225,2026-04-28 09:28:00,339.72787515375154
1777348740,371.15,373.15,365.0,365.0,4030,2026-04-28 09:29:00,340.2006789378395
1777348800,370.0,371.0,357.45,361.5,3900,2026-04-28 09:30:00,340.5794457617072
1777348860,361.05,363.4,356.45,357.2,2600,2026-04-28 09:31:00,340.774179847686
1777348920,361.3,364.35,355.0,359.1,3315,2026-04-28 09:32:00,341.04391053391055
1777348980,359.85,368.15,356.05,366.6,3640,2026-04-28 09:33:00,341.45036921329165
1777349040,365.0,369.45,358.65,358.65,5525,2026-04-28 09:34:00,341.85579589572933
1777349100,359.75,359.75,347.0,348.55,6890,2026-04-28 09:35:00,342.0469558189655
1777349160,348.55,362.9,348.45,361.8,2730,2026-04-28 09:36:00,342.26795418220564
1777349220,360.2,366.65,358.5,362.0,5265,2026-04-28 09:37:00,342.6847196870926
1777349280,362.0,362.0,355.75,358.45,1820,2026-04-28 09:38:00,342.7989904219518
1777349340,358.45,358.45,351.0,355.25,2470,2026-04-28 09:39:00,342.9202768520892
1777349400,355.6,366.8,355.0,362.5,6825,2026-04-28 09:40:00,343.4334747878183
1777349460,364.7,369.8,363.7,367.5,5525,2026-04-28 09:41:00,343.9335125886091
1777349520,366.85,372.0,364.4,365.5,3835,2026-04-28 09:42:00,344.2401204819277
1777349580,365.5,375.45,365.5,372.9,7995,2026-04-28 09:43:00,345.06510648256494
1777349640,375.0,377.2,372.6,377.0,8580,2026-04-28 09:44:00,346.0220658342792
1777349700,376.65,385.7,376.65,383.55,13455,2026-04-28 09:45:00,347.70642888117953
1777349760,384.8,392.0,384.15,386.45,12155,2026-04-28 09:46:00,349.216128360075
1777349820,388.0,388.0,382.4,384.0,3900,2026-04-28 09:47:00,349.6456472525211
1777349880,386.8,387.1,372.1,378.0,4875,2026-04-28 09:48:00,350.0766518038103
1777349940,379.35,379.35,365.65,365.65,5200,2026-04-28 09:49:00,350.32512963701635
1777350000,365.65,374.7,363.2,368.8,5330,2026-04-28 09:50:00,350.622409733124
1777350060,368.8,369.0,364.8,366.5,2210,2026-04-28 09:51:00,350.72764132553607
1777350120,365.0,365.5,360.0,360.95,3120,2026-04-28 09:52:00,350.8224024719969
1777350180,363.5,365.95,360.6,364.95,1560,2026-04-28 09:53:00,350.8875816993464
