epoch,o,h,l,c,v,time
1775792700,298.8,308.7,260.65,266.25,67600,2026-04-10 09:15:00
1775792760,265.55,266.4,244.35,245.7,40625,2026-04-10 09:16:00
1775792820,245.55,249.2,242.3,245.55,26650,2026-04-10 09:17:00
1775792880,245.8,246.45,240.2,242.1,21710,2026-04-10 09:18:00
1775792940,242.6,242.6,231.8,232.05,23075,2026-04-10 09:19:00
1775793000,232.8,237.55,228.9,233.2,22035,2026-04-10 09:20:00
1775793060,234.55,237.25,233.8,234.6,16835,2026-04-10 09:21:00
1775793120,234.15,235.95,231.85,234.9,13195,2026-04-10 09:22:00
1775793180,234.9,238.75,233.1,237.85,9425,2026-04-10 09:23:00
1775793240,238.0,244.55,236.8,243.15,19110,2026-04-10 09:24:00
1775793300,242.1,242.6,234.5,235.5,17355,2026-04-10 09:25:00
1775793360,236.0,246.25,235.65,245.65,11700,2026-04-10 09:26:00
1775793420,246.05,250.85,243.85,246.3,13195,2026-04-10 09:27:00
1775793480,245.25,249.25,240.0,241.4,16965,2026-04-10 09:28:00
1775793540,241.4,245.55,238.6,238.7,7605,2026-04-10 09:29:00
1775793600,238.0,240.4,235.0,236.95,11050,2026-04-10 09:30:00
1775793660,236.8,243.5,235.7,242.7,11050,2026-04-10 09:31:00
1775793720,243.85,246.8,237.05,237.2,8645,2026-04-10 09:32:00
1775793780,236.1,238.0,231.7,233.4,15015,2026-04-10 09:33:00
1775793840,234.05,239.0,231.9,238.5,15145,2026-04-10 09:34:00
1775793900,238.85,244.75,237.1,243.8,4940,2026-04-10 09:35:00
1775793960,243.0,246.85,240.65,243.35,11115,2026-04-10 09:36:00
1775794020,244.25,245.0,240.8,241.25,5005,2026-04-10 09:37:00
1775794080,239.9,243.8,236.7,241.45,5005,2026-04-10 09:38:00
1775794140,242.1,244.3,237.8,239.0,2600,2026-04-10 09:39:00
1775794200,239.0,240.6,237.0,239.5,4615,2026-04-10 09:40:00
1775794260,238.3,242.0,235.0,240.3,6240,2026-04-10 09:41:00
1775794320,239.4,239.4,235.4,236.25,2340,2026-04-10 09:42:00
1775794380,235.2,236.7,232.25,233.7,7475,2026-04-10 09:43:00
1775794440,233.7,238.8,233.7,237.85,1820,2026-04-10 09:44:00
1775794500,236.1,238.8,234.4,236.1,7150,2026-04-10 09:45:00
1775794560,234.85,235.55,228.9,228.9,11765,2026-04-10 09:46:00
1775794620,228.85,230.9,223.5,224.8,10335,2026-04-10 09:47:00
1775794680,224.2,225.85,219.35,225.45,18070,2026-04-10 09:48:00
1775794740,226.65,228.85,225.2,225.3,6435,2026-04-10 09:49:00
1775794800,225.0,225.0,222.45,223.3,6890,2026-04-10 09:50:00
1775794860,223.8,225.9,223.3,224.5,5980,2026-04-10 09:51:00
1775794920,224.9,226.7,223.6,223.95,5135,2026-04-10 09:52:00
1775794980,223.45,224.8,222.0,222.0,3445,2026-04-10 09:53:00
1775795040,221.0,222.55,219.05,219.05,5460,2026-04-10 09:54:00
1775795100,219.65,221.55,217.45,221.45,6565,2026-04-10 09:55:00
1775795160,221.8,222.35,220.1,221.25,7540,2026-04-10 09:56:00
1775795220,220.2,221.0,217.8,219.85,2925,2026-04-10 09:57:00
1775795280,219.55,220.6,217.55,220.15,8125,2026-04-10 09:58:00
1775795340,220.15,220.15,218.85,220.0,2730,2026-04-10 09:59:00
1775795400,219.45,219.9,215.4,216.6,5395,2026-04-10 10:00:00
1775795460,216.7,218.7,215.3,215.4,6955,2026-04-10 10:01:00
1775795520,215.7,219.45,215.7,218.3,7605,2026-04-10 10:02:00
1775795580,218.7,220.6,217.8,220.1,6630,2026-04-10 10:03:00
1775795640,220.1,222.65,219.8,222.0,2795,2026-04-10 10:04:00
1775795700,222.0,235.05,222.0,233.1,26390,2026-04-10 10:05:00
1775795760,233.1,233.1,229.15,232.6,13715,2026-04-10 10:06:00
1775795820,232.6,233.15,230.85,231.7,10985,2026-04-10 10:07:00
1775795880,231.35,234.15,229.4,231.0,5525,2026-04-10 10:08:00
1775795940,231.65,231.65,225.2,227.3,8190,2026-04-10 10:09:00
1775796000,227.55,227.65,222.25,223.6,12805,2026-04-10 10:10:00
1775796060,223.6,224.0,221.0,222.6,2665,2026-04-10 10:11:00
1775796120,223.25,223.25,219.5,220.25,2860,2026-04-10 10:12:00
1775796180,220.55,220.55,215.85,216.75,2210,2026-04-10 10:13:00
1775796240,216.3,218.25,213.0,213.0,11635,2026-04-10 10:14:00
1775796300,211.9,212.05,208.45,209.25,14365,2026-04-10 10:15:00
1775796360,209.75,211.25,206.7,207.85,19045,2026-04-10 10:16:00
1775796420,207.9,210.0,205.2,208.2,8905,2026-04-10 10:17:00
1775796480,208.2,208.2,206.0,206.6,4550,2026-04-10 10:18:00
1775796540,205.95,207.55,204.55,205.8,5720,2026-04-10 10:19:00
1775796600,205.0,205.0,201.2,202.5,8775,2026-04-10 10:20:00
1775796660,202.3,203.25,199.85,202.15,27885,2026-04-10 10:21:00
1775796720,202.15,203.0,200.8,201.95,6370,2026-04-10 10:22:00
1775796780,202.1,203.6,199.3,199.3,14430,2026-04-10 10:23:00
1775796840,199.8,201.05,198.15,198.3,6045,2026-04-10 10:24:00
1775796900,198.35,198.35,194.35,195.95,19435,2026-04-10 10:25:00
1775796960,195.4,199.1,194.3,198.7,7475,2026-04-10 10:26:00
1775797020,198.7,202.15,198.7,202.15,4810,2026-04-10 10:27:00
1775797080,201.75,204.9,201.65,204.15,8775,2026-04-10 10:28:00
