epoch,o,h,l,c,v,time,vwap
1775706300,23909.05,23922.6,23815.15,23827.0,8762795,2026-04-09 09:15:00,23827.0
1775706360,23827.0,23884.2,23827.0,23881.8,5257717,2026-04-09 09:16:00,23847.550097713975
1775706420,23882.6,23924.8,23882.1,23907.35,4166282,2026-04-09 09:17:00,23861.249227780332
1775706480,23908.1,23922.7,23908.1,23914.4,3571684,2026-04-09 09:18:00,23869.973999923157
1775706540,23913.35,23937.15,23912.9,23935.65,3499613,2026-04-09 09:19:00,23879.073681433412
1775706600,23932.0,23957.85,23926.55,23946.65,4193096,2026-04-09 09:20:00,23888.694821358138
1775706660,23945.1,23957.05,23936.85,23956.1,2542821,2026-04-09 09:21:00,23894.05205274219
1775706720,23955.0,23964.6,23948.65,23952.25,2345429,2026-04-09 09:22:00,23898.02704957277
1775706780,23950.05,23953.6,23943.2,23945.2,1718332,2026-04-09 09:23:00,23900.27507524107
1775706840,23946.5,23974.6,23946.25,23969.4,2338846,2026-04-09 09:24:00,23904.48566916381
1775706900,23968.45,23973.9,23961.2,23969.45,2677619,2026-04-09 09:25:00,23908.72067757734
1775706960,23969.05,23983.0,23968.35,23982.0,2193421,2026-04-09 09:26:00,23912.435517326976
1775707020,23981.05,23990.75,23976.0,23982.8,2172388,2026-04-09 09:27:00,23915.79948768645
1775707080,23982.3,23987.4,23978.05,23981.05,1800086,2026-04-09 09:28:00,23918.28585967981
1775707140,23980.65,23984.2,23974.05,23984.2,1596838,2026-04-09 09:29:00,23920.4410755023
1775707200,23983.6,23986.1,23948.2,23949.1,2502846,2026-04-09 09:30:00,23921.838214883064
1775707260,23948.65,23951.95,23925.1,23927.0,2264776,2026-04-09 09:31:00,23922.056298582018
1775707320,23925.8,23941.8,23917.6,23917.6,2028117,2026-04-09 09:32:00,23921.89384207826
1775707380,23917.8,23920.1,23902.9,23903.25,1713328,2026-04-09 09:33:00,23921.33681983222
1775707440,23902.35,23907.0,23890.95,23890.95,1777607,2026-04-09 09:34:00,23920.423211963556
1775707500,23891.8,23916.25,23891.65,23915.85,1844290,2026-04-09 09:35:00,23920.284871545013
1775707560,23916.6,23929.35,23914.05,23924.25,1529126,2026-04-09 09:36:00,23920.3818870095
1775707620,23924.0,23928.2,23903.45,23904.75,1160159,2026-04-09 09:37:00,23920.09699433683
1775707680,23905.5,23908.95,23894.2,23894.8,1289173,2026-04-09 09:38:00,23919.594853993345
1775707740,23893.5,23895.05,23882.0,23891.1,1521072,2026-04-09 09:39:00,23918.94276462659
1775707800,23891.3,23899.3,23890.1,23891.95,1003371,2026-04-09 09:40:00,23918.54135032009
1775707860,23892.4,23894.85,23867.95,23868.55,1299321,2026-04-09 09:41:00,23917.596829936527
1775707920,23867.5,23871.8,23861.55,23866.25,1227285,2026-04-09 09:42:00,23916.69655135521
1775707980,23866.45,23869.5,23858.9,23861.5,1228804,2026-04-09 09:43:00,23915.744293575113
1775708040,23861.3,23867.1,23856.65,23861.15,1679390,2026-04-09 09:44:00,23914.48670745766
1775708100,23863.9,23883.05,23860.75,23860.75,1681849,2026-04-09 09:45:00,23913.27501581063
1775708160,23860.85,23862.9,23851.15,23862.45,1124155,2026-04-09 09:46:00,23912.520373609415
1775708220,23863.0,23865.65,23842.1,23842.15,1257815,2026-04-09 09:47:00,23911.370399037274
1775708280,23841.1,23844.15,23832.6,23833.7,1309090,2026-04-09 09:48:00,23910.071479290218
1775708340,23833.6,23835.2,23816.95,23817.3,1632908,2026-04-09 09:49:00,23908.17578984145
1775708400,23815.95,23817.85,23808.7,23810.5,1417509,2026-04-09 09:50:00,23906.473366564587
1775708460,23809.55,23812.1,23794.95,23798.5,1563529,2026-04-09 09:51:00,23904.436758713127
