epoch,o,h,l,c,v,time
1776224700,315.0,396.6,315.0,340.2,380445,2026-04-15 09:15:00
1776225000,340.2,344.5,331.7,333.0,102765,2026-04-15 09:20:00
1776225300,334.25,336.35,321.35,325.45,107705,2026-04-15 09:25:00
1776225600,325.15,326.45,312.25,317.6,98605,2026-04-15 09:30:00
1776225900,316.25,324.0,306.2,310.5,135200,2026-04-15 09:35:00
1776226200,310.5,339.0,310.0,334.25,265590,2026-04-15 09:40:00
1776226500,334.2,344.35,323.05,323.8,154765,2026-04-15 09:45:00
1776226800,323.55,337.8,317.9,332.0,138060,2026-04-15 09:50:00
1776227100,332.7,343.15,330.4,337.7,83720,2026-04-15 09:55:00
1776227400,338.55,345.45,333.0,343.6,89375,2026-04-15 10:00:00
1776227700,344.7,355.2,344.4,349.65,117390,2026-04-15 10:05:00
1776228000,349.6,358.2,348.5,350.7,88075,2026-04-15 10:10:00
1776228300,352.85,365.1,352.55,363.65,69290,2026-04-15 10:15:00
1776228600,363.65,371.05,356.15,365.95,96135,2026-04-15 10:20:00
1776228900,365.95,368.05,360.0,363.6,35230,2026-04-15 10:25:00
1776229200,363.65,373.95,358.5,362.3,61620,2026-04-15 10:30:00
1776229500,362.3,364.35,350.9,353.4,45955,2026-04-15 10:35:00
1776229800,353.35,358.4,348.1,352.0,34125,2026-04-15 10:40:00
1776230100,351.8,358.0,351.1,353.45,30485,2026-04-15 10:45:00
1776230400,353.8,354.05,329.2,339.15,113295,2026-04-15 10:50:00
1776230700,338.15,343.95,336.6,336.6,34645,2026-04-15 10:55:00
1776231000,337.1,338.5,330.0,335.45,39325,2026-04-15 11:00:00
1776231300,335.5,336.0,321.1,323.55,76635,2026-04-15 11:05:00
1776231600,323.05,324.55,315.55,320.0,91000,2026-04-15 11:10:00
1776231900,320.0,330.85,313.75,321.55,137085,2026-04-15 11:15:00
1776232200,321.35,330.45,321.35,328.7,42055,2026-04-15 11:20:00
1776232500,327.85,328.05,320.9,325.1,57395,2026-04-15 11:25:00
1776232800,324.85,328.8,323.05,324.1,32565,2026-04-15 11:30:00
1776233100,323.95,330.75,323.65,329.85,55705,2026-04-15 11:35:00
1776233400,329.95,336.5,326.8,336.45,63310,2026-04-15 11:40:00
1776233700,336.85,344.9,331.05,343.3,83265,2026-04-15 11:45:00
1776234000,343.3,346.35,338.65,341.25,63700,2026-04-15 11:50:00
1776234300,342.9,343.75,336.4,339.55,33215,2026-04-15 11:55:00
1776234600,341.0,347.4,340.1,345.2,45110,2026-04-15 12:00:00
1776234900,345.3,346.1,342.2,344.85,20930,2026-04-15 12:05:00
1776235200,343.85,347.55,342.95,343.9,30485,2026-04-15 12:10:00
1776235500,344.8,347.45,336.0,337.9,37505,2026-04-15 12:15:00
1776235800,338.0,340.6,323.55,334.4,75920,2026-04-15 12:20:00
1776236100,335.35,344.05,333.8,335.3,39000,2026-04-15 12:25:00
1776236400,335.2,336.35,329.9,335.45,26585,2026-04-15 12:30:00
1776236700,334.85,344.7,334.7,341.65,43680,2026-04-15 12:35:00
1776237000,341.8,343.0,335.7,338.9,36400,2026-04-15 12:40:00
1776237300,338.45,342.5,326.25,329.85,55445,2026-04-15 12:45:00
1776237600,330.35,339.75,322.05,326.05,62400,2026-04-15 12:50:00
1776237900,326.05,330.0,322.5,322.5,22295,2026-04-15 12:55:00
1776238200,322.2,330.35,319.6,324.95,48555,2026-04-15 13:00:00
1776238500,325.6,328.5,320.85,328.2,21125,2026-04-15 13:05:00
1776238800,328.2,337.75,328.2,335.2,52975,2026-04-15 13:10:00
1776239100,334.75,339.3,329.7,339.3,51740,2026-04-15 13:15:00
1776239400,338.8,341.4,306.85,313.4,158860,2026-04-15 13:20:00
1776239700,312.7,320.3,311.75,316.5,91585,2026-04-15 13:25:00
1776240000,316.6,331.95,312.9,325.1,112645,2026-04-15 13:30:00
1776240300,324.15,333.3,310.15,313.45,82745,2026-04-15 13:35:00
1776240600,313.75,327.8,312.8,326.25,65585,2026-04-15 13:40:00
1776240900,326.55,329.4,319.55,325.0,34060,2026-04-15 13:45:00
1776241200,325.0,326.55,318.5,320.6,25480,2026-04-15 13:50:00
1776241500,320.6,333.8,320.6,333.15,45955,2026-04-15 13:55:00
1776241800,332.6,340.65,331.85,337.75,89570,2026-04-15 14:00:00
1776242100,338.35,340.05,334.5,335.9,45370,2026-04-15 14:05:00
1776242400,335.95,343.95,328.25,334.75,57915,2026-04-15 14:10:00
1776242700,335.5,337.2,329.85,335.05,40690,2026-04-15 14:15:00
1776243000,335.05,342.1,333.0,333.8,38870,2026-04-15 14:20:00
1776243300,333.0,340.0,332.4,338.85,41145,2026-04-15 14:25:00
1776243600,338.8,344.4,333.2,338.1,35360,2026-04-15 14:30:00
1776243900,338.25,338.25,325.7,329.65,54470,2026-04-15 14:35:00
1776244200,329.25,336.7,329.25,336.45,32175,2026-04-15 14:40:00
1776244500,336.85,343.6,335.35,342.6,77155,2026-04-15 14:45:00
1776244800,343.5,355.85,338.95,350.5,121420,2026-04-15 14:50:00
1776245100,349.65,354.5,345.2,351.8,51480,2026-04-15 14:55:00
1776245400,354.0,354.0,331.45,338.8,65390,2026-04-15 15:00:00
1776245700,340.0,340.75,322.4,328.45,66235,2026-04-15 15:05:00
1776246000,329.25,331.75,326.25,328.25,30420,2026-04-15 15:10:00
1776246300,329.0,331.6,325.75,326.55,70265,2026-04-15 15:15:00
1776246600,326.7,329.1,325.55,327.0,54015,2026-04-15 15:20:00
1776246900,327.0,328.4,316.3,317.4,64480,2026-04-15 15:25:00
