epoch,o,h,l,c,v,time
1776656700,270.0,286.35,162.35,215.65,4947410,2026-04-20 09:15:00
1776657000,215.4,248.5,214.25,245.0,2342535,2026-04-20 09:20:00
1776657300,245.45,267.25,237.9,242.05,1631045,2026-04-20 09:25:00
1776657600,243.4,248.75,215.3,225.6,1418235,2026-04-20 09:30:00
1776657900,224.55,231.35,211.75,220.0,960570,2026-04-20 09:35:00
1776658200,218.25,224.9,187.05,188.4,1617395,2026-04-20 09:40:00
1776658500,188.75,189.85,174.75,180.55,2321800,2026-04-20 09:45:00
1776658800,181.9,211.7,175.7,209.85,2471365,2026-04-20 09:50:00
1776659100,209.9,217.05,197.85,207.4,1523340,2026-04-20 09:55:00
1776659400,206.7,231.7,201.35,225.25,1770535,2026-04-20 10:00:00
1776659700,225.65,250.0,220.05,246.25,1613820,2026-04-20 10:05:00
1776660000,247.2,247.7,232.0,242.65,845975,2026-04-20 10:10:00
1776660300,244.1,258.0,237.65,250.55,1039610,2026-04-20 10:15:00
1776660600,250.1,262.8,236.3,255.1,977600,2026-04-20 10:20:00
1776660900,254.45,266.15,246.0,264.3,873925,2026-04-20 10:25:00
1776661200,263.9,295.45,263.75,285.05,1475435,2026-04-20 10:30:00
1776661500,285.15,292.25,275.0,283.95,512070,2026-04-20 10:35:00
1776661800,284.25,293.35,283.75,289.1,506610,2026-04-20 10:40:00
1776662100,288.0,288.55,273.5,284.25,621075,2026-04-20 10:45:00
1776662400,284.7,285.2,269.25,278.8,427830,2026-04-20 10:50:00
1776662700,280.1,284.8,271.35,283.85,478530,2026-04-20 10:55:00
1776663000,283.8,291.45,272.0,289.5,498745,2026-04-20 11:00:00
1776663300,288.9,293.0,267.45,269.05,542490,2026-04-20 11:05:00
1776663600,268.55,275.9,261.1,264.35,486720,2026-04-20 11:10:00
1776663900,264.2,288.55,264.2,282.4,444860,2026-04-20 11:15:00
1776664200,281.9,309.6,280.0,305.1,628550,2026-04-20 11:20:00
1776664500,305.9,315.0,297.2,307.85,597545,2026-04-20 11:25:00
1776664800,309.15,312.55,298.6,301.0,251225,2026-04-20 11:30:00
1776665100,301.95,309.0,294.0,306.4,386425,2026-04-20 11:35:00
1776665400,306.4,311.55,300.15,305.1,298610,2026-04-20 11:40:00
1776665700,304.6,313.95,301.1,307.15,278980,2026-04-20 11:45:00
1776666000,306.5,308.35,297.6,307.0,184015,2026-04-20 11:50:00
1776666300,307.0,309.45,301.1,305.1,175240,2026-04-20 11:55:00
1776666600,307.0,313.0,298.8,301.0,238615,2026-04-20 12:00:00
1776666900,301.6,303.05,292.75,294.4,222560,2026-04-20 12:05:00
1776667200,294.6,296.55,278.0,285.4,394225,2026-04-20 12:10:00
1776667500,286.15,291.75,277.0,282.0,286910,2026-04-20 12:15:00
1776667800,281.9,292.85,281.55,290.0,190580,2026-04-20 12:20:00
