epoch,o,h,l,c,v,time
1775533500,532.0,566.75,532.0,551.3,6175,2026-04-07 09:15:00
1775533560,548.0,557.4,544.35,556.95,5525,2026-04-07 09:16:00
1775533620,550.75,555.5,541.8,541.8,3250,2026-04-07 09:17:00
1775533680,541.8,547.45,528.4,543.95,3835,2026-04-07 09:18:00
1775533740,543.95,543.95,532.55,540.85,1430,2026-04-07 09:19:00
1775533800,540.85,540.85,540.85,540.85,65,2026-04-07 09:20:00
1775533860,540.85,540.85,540.85,540.85,260,2026-04-07 09:21:00
1775533920,540.85,540.85,540.85,540.85,0,2026-04-07 09:22:00
1775533980,540.85,540.85,512.6,523.35,195,2026-04-07 09:23:00
1775534040,523.35,524.95,514.15,524.95,1625,2026-04-07 09:24:00
1775534100,524.95,524.95,515.6,515.6,1755,2026-04-07 09:25:00
1775534160,515.6,515.6,504.0,504.0,130,2026-04-07 09:26:00
1775534220,496.65,496.65,482.0,490.15,1690,2026-04-07 09:27:00
1775534280,490.15,491.05,485.45,488.7,910,2026-04-07 09:28:00
1775534340,488.7,488.7,478.85,486.8,1105,2026-04-07 09:29:00
1775534400,485.05,485.15,480.65,480.65,520,2026-04-07 09:30:00
1775534460,485.5,492.6,485.5,492.6,1625,2026-04-07 09:31:00
1775534520,490.0,496.0,486.25,489.0,325,2026-04-07 09:32:00
1775534580,489.0,495.7,489.0,494.7,715,2026-04-07 09:33:00
1775534640,494.2,503.2,494.2,500.0,1950,2026-04-07 09:34:00
1775534700,500.0,506.3,498.9,506.3,715,2026-04-07 09:35:00
1775534760,507.25,507.25,500.3,500.3,1105,2026-04-07 09:36:00
1775534820,498.65,503.9,492.5,497.5,2795,2026-04-07 09:37:00
1775534880,497.5,510.0,496.85,507.65,845,2026-04-07 09:38:00
1775534940,507.65,511.75,507.65,511.75,260,2026-04-07 09:39:00
1775535000,505.0,505.0,495.7,504.85,2535,2026-04-07 09:40:00
1775535060,504.85,509.1,498.7,506.7,2470,2026-04-07 09:41:00
1775535120,509.05,517.0,509.05,514.15,1950,2026-04-07 09:42:00
1775535180,514.15,528.0,514.15,528.0,845,2026-04-07 09:43:00
1775535240,530.0,530.0,525.1,526.4,975,2026-04-07 09:44:00
1775535300,526.25,527.7,519.1,519.25,520,2026-04-07 09:45:00
1775535360,519.95,519.95,510.2,517.8,1885,2026-04-07 09:46:00
1775535420,513.2,513.2,505.0,505.0,455,2026-04-07 09:47:00
1775535480,505.0,510.8,498.0,510.8,455,2026-04-07 09:48:00
1775535540,514.05,519.7,514.05,519.45,195,2026-04-07 09:49:00
1775535600,519.45,519.45,519.45,519.45,0,2026-04-07 09:50:00
1775535660,519.45,519.45,514.2,514.2,65,2026-04-07 09:51:00
1775535720,514.2,514.2,511.15,511.15,585,2026-04-07 09:52:00
1775535780,511.15,512.95,511.15,512.95,325,2026-04-07 09:53:00
1775535840,512.95,512.95,507.85,507.85,65,2026-04-07 09:54:00
1775535900,507.85,507.85,495.65,495.65,780,2026-04-07 09:55:00
1775535960,495.65,495.65,495.65,495.65,0,2026-04-07 09:56:00
1775536020,502.1,502.1,493.55,493.55,130,2026-04-07 09:57:00
1775536080,493.55,497.55,490.0,490.0,260,2026-04-07 09:58:00
1775536140,490.0,490.4,485.0,485.0,455,2026-04-07 09:59:00
1775536200,487.2,487.2,487.2,487.2,975,2026-04-07 10:00:00
1775536260,487.2,487.2,469.05,469.05,1235,2026-04-07 10:01:00
1775536320,473.25,477.4,473.25,477.4,390,2026-04-07 10:02:00
1775536380,477.4,479.9,475.0,476.25,1560,2026-04-07 10:03:00
1775536440,476.25,476.25,473.7,473.7,65,2026-04-07 10:04:00
1775536500,470.15,470.15,463.6,463.6,260,2026-04-07 10:05:00
1775536560,463.6,484.2,463.6,479.0,650,2026-04-07 10:06:00
1775536620,479.0,479.0,475.55,477.2,650,2026-04-07 10:07:00
1775536680,477.2,480.15,477.2,480.15,845,2026-04-07 10:08:00
1775536740,480.0,480.3,475.8,480.3,1885,2026-04-07 10:09:00
1775536800,480.3,485.4,479.25,481.0,910,2026-04-07 10:10:00
1775536860,481.0,481.0,475.0,478.15,1170,2026-04-07 10:11:00
1775536920,478.15,479.9,478.15,479.9,325,2026-04-07 10:12:00
1775536980,479.9,481.6,478.0,480.0,845,2026-04-07 10:13:00
1775537040,480.0,482.25,470.7,474.1,650,2026-04-07 10:14:00
1775537100,474.1,474.1,468.1,468.65,260,2026-04-07 10:15:00
1775537160,468.65,468.65,468.65,468.65,0,2026-04-07 10:16:00
1775537220,464.0,464.0,453.65,453.65,3965,2026-04-07 10:17:00
1775537280,456.25,465.05,456.25,465.05,1235,2026-04-07 10:18:00
1775537340,465.95,465.95,457.65,457.65,585,2026-04-07 10:19:00
1775537400,457.65,466.0,450.0,466.0,845,2026-04-07 10:20:00
1775537460,466.0,466.0,463.15,463.55,1235,2026-04-07 10:21:00
1775537520,463.55,466.9,463.55,465.35,1885,2026-04-07 10:22:00
1775537580,465.35,470.2,459.5,459.5,3250,2026-04-07 10:23:00
1775537640,458.8,460.45,455.45,460.45,520,2026-04-07 10:24:00
1775537700,460.45,460.95,460.45,460.95,130,2026-04-07 10:25:00
1775537760,460.95,460.95,458.0,459.95,195,2026-04-07 10:26:00
1775537820,460.5,460.5,457.8,457.8,975,2026-04-07 10:27:00
1775537880,457.8,457.8,454.3,455.0,195,2026-04-07 10:28:00
1775537940,455.0,455.0,455.0,455.0,0,2026-04-07 10:29:00
1775538000,456.45,457.8,456.45,457.8,1105,2026-04-07 10:30:00
1775538060,457.8,462.1,457.8,462.1,65,2026-04-07 10:31:00
1775538120,462.1,462.1,462.1,462.1,0,2026-04-07 10:32:00
1775538180,462.1,462.1,455.85,456.4,130,2026-04-07 10:33:00
1775538240,456.4,467.2,456.4,467.2,260,2026-04-07 10:34:00
