epoch,o,h,l,c,v,time
1775706300,219.45,258.75,219.45,230.0,44655,2026-04-09 09:15:00
1775706600,230.95,233.75,221.15,221.15,23465,2026-04-09 09:20:00
1775706900,222.0,225.4,220.15,223.1,18395,2026-04-09 09:25:00
1775707200,223.1,246.35,220.8,244.4,26520,2026-04-09 09:30:00
1775707500,247.5,249.65,234.0,244.6,19045,2026-04-09 09:35:00
1775707800,244.6,258.9,244.45,257.35,15600,2026-04-09 09:40:00
1775708100,257.2,280.6,251.4,280.1,36725,2026-04-09 09:45:00
1775708400,280.6,297.6,280.6,291.75,25935,2026-04-09 09:50:00
1775708700,291.45,306.9,291.45,301.2,24895,2026-04-09 09:55:00
1775709000,303.0,315.0,284.7,287.15,33995,2026-04-09 10:00:00
1775709300,288.15,291.85,279.75,282.0,11765,2026-04-09 10:05:00
1775709600,281.0,281.0,269.05,276.1,11635,2026-04-09 10:10:00
1775709900,276.5,284.4,262.8,263.0,13065,2026-04-09 10:15:00
1775710200,263.9,270.7,262.0,262.5,5330,2026-04-09 10:20:00
1775710500,262.5,282.1,262.5,280.3,12870,2026-04-09 10:25:00
1775710800,273.15,274.6,263.95,263.95,8645,2026-04-09 10:30:00
1775711100,263.95,280.0,261.5,278.45,10400,2026-04-09 10:35:00
1775711400,278.45,292.45,278.45,288.0,10790,2026-04-09 10:40:00
1775711700,288.0,288.0,279.0,280.0,5655,2026-04-09 10:45:00
1775712000,281.95,284.7,277.85,283.0,7020,2026-04-09 10:50:00
1775712300,283.0,283.0,272.25,277.75,5265,2026-04-09 10:55:00
1775712600,276.55,276.55,262.8,272.3,9490,2026-04-09 11:00:00
1775712900,269.6,276.4,262.0,262.0,3250,2026-04-09 11:05:00
1775713200,262.0,268.15,260.1,266.95,2990,2026-04-09 11:10:00
1775713500,266.95,280.8,263.1,278.25,6955,2026-04-09 11:15:00
1775713800,278.25,284.65,270.6,273.4,3965,2026-04-09 11:20:00
1775714100,274.8,274.8,263.25,265.1,6240,2026-04-09 11:25:00
1775714400,265.1,267.0,255.6,264.8,7995,2026-04-09 11:30:00
1775714700,264.8,265.75,259.6,260.55,2015,2026-04-09 11:35:00
1775715000,260.55,265.75,257.5,258.6,3185,2026-04-09 11:40:00
1775715300,258.6,265.05,251.25,251.25,6370,2026-04-09 11:45:00
1775715600,249.7,255.35,245.55,249.5,8125,2026-04-09 11:50:00
1775715900,249.5,252.85,240.5,251.45,6045,2026-04-09 11:55:00
1775716200,251.45,252.65,244.6,251.4,3250,2026-04-09 12:00:00
1775716500,251.4,257.1,241.3,241.85,6890,2026-04-09 12:05:00
1775716800,241.85,247.3,238.4,247.3,17290,2026-04-09 12:10:00
1775717100,247.3,250.0,245.45,249.05,5070,2026-04-09 12:15:00
1775717400,250.0,252.0,248.0,252.0,3055,2026-04-09 12:20:00
1775717700,252.0,259.0,247.45,248.4,6175,2026-04-09 12:25:00
1775718000,248.4,254.55,246.0,253.5,2405,2026-04-09 12:30:00
1775718300,253.5,260.05,251.8,258.65,4485,2026-04-09 12:35:00
1775718600,258.65,261.7,253.0,258.35,3835,2026-04-09 12:40:00
1775718900,258.35,284.0,258.35,283.0,21190,2026-04-09 12:45:00
1775719200,283.0,287.45,271.5,273.8,13260,2026-04-09 12:50:00
1775719500,272.4,275.2,268.9,273.75,4160,2026-04-09 12:55:00
1775719800,272.25,277.2,269.45,274.15,2795,2026-04-09 13:00:00
1775720100,274.15,280.4,272.5,274.1,4680,2026-04-09 13:05:00
1775720400,274.1,286.2,274.1,279.6,6240,2026-04-09 13:10:00
1775720700,279.6,290.75,279.6,290.0,10920,2026-04-09 13:15:00
1775721000,291.0,305.3,290.1,300.6,42445,2026-04-09 13:20:00
1775721300,300.6,305.6,296.0,304.25,15730,2026-04-09 13:25:00
1775721600,304.25,312.45,296.0,299.55,45370,2026-04-09 13:30:00
1775721900,299.45,306.1,293.15,306.1,12870,2026-04-09 13:35:00
1775722200,304.0,312.0,304.0,310.75,13910,2026-04-09 13:40:00
1775722500,310.75,322.2,306.65,311.5,42575,2026-04-09 13:45:00
1775722800,311.85,311.85,296.8,301.45,19825,2026-04-09 13:50:00
1775723100,303.65,305.6,298.05,303.0,11440,2026-04-09 13:55:00
1775723400,304.65,308.7,291.45,296.15,12870,2026-04-09 14:00:00
1775723700,297.3,303.4,288.9,293.45,15340,2026-04-09 14:05:00
1775724000,295.5,310.75,294.8,309.2,18460,2026-04-09 14:10:00
1775724300,308.2,312.0,303.3,312.0,24375,2026-04-09 14:15:00
1775724600,309.95,322.45,304.8,317.4,26260,2026-04-09 14:20:00
1775724900,319.05,334.6,318.3,322.45,50830,2026-04-09 14:25:00
1775725200,321.9,343.45,321.9,333.5,60385,2026-04-09 14:30:00
1775725500,333.5,334.85,325.15,327.8,32630,2026-04-09 14:35:00
1775725800,327.55,329.3,304.9,311.45,61165,2026-04-09 14:40:00
1775726100,313.6,317.5,305.75,312.75,24830,2026-04-09 14:45:00
1775726400,312.75,317.55,305.35,305.9,37505,2026-04-09 14:50:00
1775726700,305.9,311.8,303.5,305.5,19045,2026-04-09 14:55:00
1775727000,305.95,311.75,274.1,290.25,74295,2026-04-09 15:00:00
1775727300,291.15,295.3,277.0,280.15,25545,2026-04-09 15:05:00
1775727600,278.6,280.0,271.1,277.85,11440,2026-04-09 15:10:00
1775727900,278.0,286.0,277.65,284.7,25805,2026-04-09 15:15:00
1775728200,284.8,284.8,279.05,280.75,71825,2026-04-09 15:20:00
1775728500,280.3,287.45,280.0,287.45,74490,2026-04-09 15:25:00
