epoch,o,h,l,c,v,time,vwap
1777434300,71.0,79.85,70.9,77.75,480350,2026-04-29 09:15:00,77.75
1777434360,77.65,80.9,75.3,77.6,408525,2026-04-29 09:16:00,77.68106032906765
1777434420,79.2,80.05,75.85,76.6,276445,2026-04-29 09:17:00,77.42460397144131
1777434480,76.6,78.65,73.05,74.45,287300,2026-04-29 09:18:00,76.83628512618579
1777434540,74.35,74.8,70.7,74.2,259090,2026-04-29 09:19:00,76.43724842409053
1777434600,75.1,77.5,74.65,76.0,408330,2026-04-29 09:20:00,76.35303225410841
1777434660,76.15,76.25,71.75,74.25,233740,2026-04-29 09:21:00,76.14419253286204
1777434720,74.3,75.85,72.7,73.5,161460,2026-04-29 09:22:00,75.97445472400248
1777434780,73.9,74.0,69.6,70.15,287690,2026-04-29 09:23:00,75.37663837484347
1777434840,70.1,73.3,70.05,73.15,256035,2026-04-29 09:24:00,75.19026901255818
1777434900,72.85,73.5,70.9,71.75,169065,2026-04-29 09:25:00,75.01008819620635
1777434960,71.9,76.1,71.7,75.75,268515,2026-04-29 09:26:00,75.06690926328704
1777435020,76.05,79.75,75.55,77.7,311610,2026-04-29 09:27:00,75.28236724870705
1777435080,77.35,78.8,75.05,76.1,243880,2026-04-29 09:28:00,75.3315781453023
1777435140,76.9,82.0,76.45,81.5,252525,2026-04-29 09:29:00,75.69344572964484
1777435200,81.1,83.55,79.75,82.95,292305,2026-04-29 09:30:00,76.15487478966644
1777435260,83.35,84.45,81.0,83.85,302380,2026-04-29 09:31:00,76.62981571650326
1777435320,83.65,84.85,82.8,83.65,170365,2026-04-29 09:32:00,76.86573005615817
1777435380,84.0,84.95,78.6,79.0,297115,2026-04-29 09:33:00,76.98388845152304
1777435440,78.8,79.3,74.85,76.95,228020,2026-04-29 09:34:00,76.98250729032333
1777435500,77.0,78.4,75.85,77.1,172055,2026-04-29 09:35:00,76.98601273669973
1777435560,77.15,80.25,75.0,79.45,185575,2026-04-29 09:36:00,77.06283155883156
1777435620,79.55,79.6,76.05,77.55,104715,2026-04-29 09:37:00,77.07125372910093
1777435680,77.45,78.1,75.8,75.8,75465,2026-04-29 09:38:00,77.05561014128695
1777435740,75.75,78.6,74.0,77.4,144105,2026-04-29 09:39:00,77.06351694213164
1777435800,77.8,80.4,77.2,79.65,167310,2026-04-29 09:40:00,77.13067189170651
1777435860,79.2,79.2,76.6,77.9,140725,2026-04-29 09:41:00,77.14711360966605
1777435920,78.25,80.35,77.0,80.15,117325,2026-04-29 09:42:00,77.19968188695348
1777435980,80.65,84.3,80.65,83.3,289965,2026-04-29 09:43:00,77.45266851974081
1777436040,83.35,88.0,82.4,87.35,437450,2026-04-29 09:44:00,78.0354298812763
1777436100,87.4,92.5,87.35,90.7,593320,2026-04-29 09:45:00,78.97203367172499
1777436160,90.35,92.65,89.75,91.15,220220,2026-04-29 09:46:00,79.29738122461853
1777436220,91.65,94.75,90.35,92.1,385645,2026-04-29 09:47:00,79.86957769608581
