epoch,o,h,l,c,v,time,vwap
1777520700,262.15,267.5,213.3,221.0,523055,2026-04-30 09:15:00,221.0
1777520760,222.5,224.1,209.15,209.15,329290,2026-04-30 09:16:00,216.42194005948295
1777520820,209.45,214.75,208.6,213.6,269490,2026-04-30 09:17:00,215.74404658439076
1777520880,214.8,216.75,209.4,212.9,209365,2026-04-30 09:18:00,215.296748046875
1777520940,212.3,214.8,203.1,206.0,254215,2026-04-30 09:19:00,213.80605141240622
1777521000,205.95,206.5,193.45,194.65,501930,2026-04-30 09:20:00,209.19972285367297
1777521060,194.05,195.1,182.45,184.0,580385,2026-04-30 09:21:00,203.71733102675307
1777521120,183.2,184.0,177.4,183.65,718705,2026-04-30 09:22:00,199.45843010422465
1777521180,183.45,189.45,178.6,179.8,719420,2026-04-30 09:23:00,196.0139178685073
1777521240,179.55,184.95,178.9,181.05,481520,2026-04-30 09:24:00,194.44321006021963
1777521300,180.3,183.2,175.85,180.95,685815,2026-04-30 09:25:00,192.68832433498508
1777521360,180.9,183.25,178.5,182.6,367640,2026-04-30 09:26:00,192.03081975524879
1777521420,182.15,182.65,174.4,176.95,592800,2026-04-30 09:27:00,190.59667785864738
1777521480,177.05,180.85,173.7,176.0,550160,2026-04-30 09:28:00,189.41289883678593
1777521540,176.25,176.95,171.8,173.85,718185,2026-04-30 09:29:00,187.92301910496903
1777521600,172.25,174.5,168.6,171.7,739440,2026-04-30 09:30:00,186.46744997673338
1777521660,171.65,176.55,170.6,176.55,549055,2026-04-30 09:31:00,185.84800351972078
1777521720,177.1,185.8,177.1,184.5,1111435,2026-04-30 09:32:00,185.6966974536718
1777521780,183.5,186.15,179.0,184.4,716105,2026-04-30 09:33:00,185.60924495267946
1777521840,184.3,189.7,180.05,189.2,738725,2026-04-30 09:34:00,185.8428138897315
1777521900,189.35,192.4,183.55,188.35,918060,2026-04-30 09:35:00,186.03033207479228
1777521960,187.9,187.95,178.4,187.9,733330,2026-04-30 09:36:00,186.13573416614616
1777522020,188.0,188.5,183.15,184.2,474890,2026-04-30 09:37:00,186.06755499419083
1777522080,183.9,191.3,182.15,188.4,555035,2026-04-30 09:38:00,186.15977496874567
1777522140,187.65,191.65,184.05,186.05,398970,2026-04-30 09:39:00,186.15674131503593
1777522200,185.75,185.75,178.65,185.0,563225,2026-04-30 09:40:00,186.11330831596416
1777522260,184.75,192.85,183.5,190.7,616525,2026-04-30 09:41:00,186.29438353769697
1777522320,190.3,197.8,188.6,197.15,1043900,2026-04-30 09:42:00,186.9745589463089
1777522380,197.1,198.05,194.05,197.5,880295,2026-04-30 09:43:00,187.50277920855552
1777522440,198.0,203.55,195.5,202.95,1109615,2026-04-30 09:44:00,188.42181056835767
1777522500,201.9,205.95,199.0,202.3,919490,2026-04-30 09:45:00,189.07387039239
1777522560,202.6,208.0,201.6,205.45,886210,2026-04-30 09:46:00,189.78331951117212
1777522620,205.0,205.6,196.25,196.3,608595,2026-04-30 09:47:00,189.9715959268688
1777522680,196.6,197.1,190.9,194.35,618735,2026-04-30 09:48:00,190.09653231173223
1777522740,193.85,195.3,189.05,192.3,412945,2026-04-30 09:49:00,190.13771117262397
1777522800,192.4,193.15,184.25,189.5,545675,2026-04-30 09:50:00,190.12234241061944
1777522860,188.75,190.85,180.3,190.85,556010,2026-04-30 09:51:00,190.1397827378284
1777522920,190.1,192.95,183.7,185.8,496600,2026-04-30 09:52:00,190.04882892224637
1777522980,185.8,190.65,184.2,186.45,211380,2026-04-30 09:53:00,190.01700789585306
1777523040,186.05,188.4,179.35,179.35,366210,2026-04-30 09:54:00,189.85606954062695
1777523100,178.85,182.55,178.1,182.2,366860,2026-04-30 09:55:00,189.74207657769358
1777523160,181.8,184.05,176.0,176.2,410995,2026-04-30 09:56:00,189.5198944443147
1777523220,176.2,177.25,173.0,174.0,563550,2026-04-30 09:57:00,189.17842911848226
1777523280,174.0,174.15,171.15,172.45,360685,2026-04-30 09:58:00,188.94613633861184
1777523340,172.9,175.0,171.2,172.4,436280,2026-04-30 09:59:00,188.67281071569207
1777523400,172.05,172.05,163.5,165.8,951015,2026-04-30 10:00:00,187.87782010257726
1777523460,165.3,165.6,160.75,164.55,693615,2026-04-30 10:01:00,187.3010859038696
1777523520,165.15,166.45,162.0,162.45,372320,2026-04-30 10:02:00,186.97560969475248
1777523580,162.1,163.95,159.4,162.25,437645,2026-04-30 10:03:00,186.60073038148275
1777523640,162.35,162.8,156.5,159.4,418210,2026-04-30 10:04:00,186.21226668472
1777523700,158.6,162.7,156.6,161.8,560885,2026-04-30 10:05:00,185.75347264268882
