epoch,o,h,l,c,v,time
1776051900,188.0,210.0,162.2,210.0,104325,2026-04-13 09:15:00
1776051960,213.25,240.0,212.5,229.35,90805,2026-04-13 09:16:00
1776052020,227.1,234.45,219.1,227.25,47385,2026-04-13 09:17:00
1776052080,227.7,236.2,226.1,234.8,68965,2026-04-13 09:18:00
1776052140,235.05,235.8,229.5,232.05,42120,2026-04-13 09:19:00
1776052200,232.1,234.45,230.2,231.5,29575,2026-04-13 09:20:00
1776052260,232.4,233.0,228.6,229.75,48100,2026-04-13 09:21:00
1776052320,230.0,232.05,228.3,232.05,12415,2026-04-13 09:22:00
1776052380,230.4,231.45,225.15,226.65,12675,2026-04-13 09:23:00
1776052440,227.95,231.5,224.8,225.0,27040,2026-04-13 09:24:00
1776052500,224.35,226.9,220.05,221.1,32955,2026-04-13 09:25:00
1776052560,220.15,224.45,220.0,220.8,23270,2026-04-13 09:26:00
1776052620,220.85,222.0,214.5,218.8,18655,2026-04-13 09:27:00
1776052680,219.15,227.05,219.15,224.55,19175,2026-04-13 09:28:00
1776052740,224.55,226.5,220.0,221.8,11375,2026-04-13 09:29:00
1776052800,222.5,228.75,222.5,228.0,18850,2026-04-13 09:30:00
1776052860,229.0,229.6,226.65,228.25,22230,2026-04-13 09:31:00
1776052920,228.4,230.2,218.5,220.6,17420,2026-04-13 09:32:00
1776052980,219.85,220.95,216.0,219.2,8840,2026-04-13 09:33:00
1776053040,218.55,220.55,217.5,219.75,9750,2026-04-13 09:34:00
1776053100,219.2,227.55,219.2,227.1,18200,2026-04-13 09:35:00
1776053160,227.4,230.25,225.55,229.2,17680,2026-04-13 09:36:00
1776053220,228.85,229.75,226.6,228.55,10140,2026-04-13 09:37:00
1776053280,227.7,227.85,225.85,226.8,6370,2026-04-13 09:38:00
1776053340,226.15,228.9,223.2,225.0,7345,2026-04-13 09:39:00
1776053400,225.0,227.6,224.7,225.0,11375,2026-04-13 09:40:00
1776053460,225.1,225.1,209.4,209.4,20735,2026-04-13 09:41:00
1776053520,210.3,214.75,204.9,214.75,17225,2026-04-13 09:42:00
1776053580,213.5,215.55,209.25,210.0,15015,2026-04-13 09:43:00
1776053640,210.35,213.6,209.35,211.05,5720,2026-04-13 09:44:00
1776053700,211.0,218.0,211.0,215.75,10465,2026-04-13 09:45:00
1776053760,214.2,217.0,211.8,211.85,12285,2026-04-13 09:46:00
1776053820,211.85,214.3,209.0,213.4,7020,2026-04-13 09:47:00
1776053880,214.7,219.15,213.6,215.95,18070,2026-04-13 09:48:00
1776053940,215.7,218.7,211.55,212.3,8060,2026-04-13 09:49:00
1776054000,212.3,213.3,209.0,212.0,10140,2026-04-13 09:50:00
1776054060,212.15,215.1,209.0,209.9,10725,2026-04-13 09:51:00
1776054120,209.1,211.7,208.1,209.6,4550,2026-04-13 09:52:00
1776054180,209.6,211.6,207.25,211.6,7150,2026-04-13 09:53:00
1776054240,210.85,211.85,203.1,210.35,11960,2026-04-13 09:54:00
1776054300,207.15,207.5,198.55,200.55,29705,2026-04-13 09:55:00
1776054360,200.55,201.35,197.7,199.75,16250,2026-04-13 09:56:00
1776054420,200.6,202.8,200.0,200.9,7930,2026-04-13 09:57:00
1776054480,200.0,201.5,196.0,199.4,12155,2026-04-13 09:58:00
1776054540,200.0,201.5,198.0,200.25,5720,2026-04-13 09:59:00
1776054600,201.55,204.0,199.75,203.25,41795,2026-04-13 10:00:00
1776054660,202.7,203.55,197.55,197.9,15795,2026-04-13 10:01:00
1776054720,197.6,201.4,197.1,198.7,8320,2026-04-13 10:02:00
1776054780,198.5,201.0,197.0,199.65,9490,2026-04-13 10:03:00
1776054840,200.55,203.9,197.75,198.05,11505,2026-04-13 10:04:00
1776054900,198.55,200.0,196.0,198.0,5200,2026-04-13 10:05:00
1776054960,198.0,202.2,198.0,201.45,8515,2026-04-13 10:06:00
1776055020,202.15,203.0,198.25,199.7,10660,2026-04-13 10:07:00
1776055080,199.05,202.85,199.0,201.45,5720,2026-04-13 10:08:00
1776055140,202.0,202.0,197.5,198.2,13195,2026-04-13 10:09:00
1776055200,199.05,200.2,196.05,196.75,17095,2026-04-13 10:10:00
1776055260,198.35,201.55,196.8,198.3,6435,2026-04-13 10:11:00
1776055320,198.3,198.3,192.7,195.75,11375,2026-04-13 10:12:00
1776055380,195.0,200.8,195.0,199.7,7670,2026-04-13 10:13:00
1776055440,200.0,203.75,200.0,203.3,26780,2026-04-13 10:14:00
1776055500,203.95,207.8,203.45,207.35,35165,2026-04-13 10:15:00
1776055560,208.0,209.2,203.3,208.3,13260,2026-04-13 10:16:00
