epoch,o,h,l,c,v,time
1775792700,250.0,301.1,250.0,298.6,341835,2026-04-10 09:15:00
1775793000,298.6,303.25,279.0,282.3,257010,2026-04-10 09:20:00
1775793300,282.6,292.3,273.25,289.9,191880,2026-04-10 09:25:00
1775793600,290.0,298.0,285.0,290.75,150085,2026-04-10 09:30:00
1775793900,291.6,292.9,282.75,290.15,77545,2026-04-10 09:35:00
1775794200,289.9,298.5,287.2,294.6,63830,2026-04-10 09:40:00
1775794500,294.6,312.2,291.7,304.65,136045,2026-04-10 09:45:00
1775794800,304.35,309.9,301.45,309.7,71630,2026-04-10 09:50:00
1775795100,309.5,312.8,304.05,308.0,90805,2026-04-10 09:55:00
1775795400,307.5,315.0,300.15,301.0,77090,2026-04-10 10:00:00
1775795700,300.45,300.45,280.0,292.75,148070,2026-04-10 10:05:00
1775796000,293.2,310.9,293.2,310.0,86710,2026-04-10 10:10:00
1775796300,311.6,321.0,311.15,318.95,163020,2026-04-10 10:15:00
1775796600,318.85,323.9,315.0,321.15,91325,2026-04-10 10:20:00
1775796900,320.6,326.1,309.4,314.85,114595,2026-04-10 10:25:00
1775797200,314.45,322.0,313.0,320.5,63895,2026-04-10 10:30:00
1775797500,320.75,321.8,313.45,315.5,65260,2026-04-10 10:35:00
1775797800,316.4,319.4,312.3,314.1,45175,2026-04-10 10:40:00
1775798100,312.6,314.95,307.05,307.65,76310,2026-04-10 10:45:00
1775798400,308.55,310.3,305.0,306.2,56875,2026-04-10 10:50:00
1775798700,305.9,312.0,297.0,311.55,80795,2026-04-10 10:55:00
1775799000,311.0,317.8,310.1,313.75,127530,2026-04-10 11:00:00
1775799300,312.0,317.85,309.0,317.75,68900,2026-04-10 11:05:00
1775799600,317.5,320.5,316.0,316.4,59605,2026-04-10 11:10:00
1775799900,316.4,319.0,305.8,310.65,79690,2026-04-10 11:15:00
1775800200,311.0,315.0,308.15,310.15,40495,2026-04-10 11:20:00
1775800500,311.1,314.75,303.3,303.85,53690,2026-04-10 11:25:00
1775800800,304.4,311.45,304.0,311.3,141375,2026-04-10 11:30:00
1775801100,311.3,312.7,303.55,305.0,36920,2026-04-10 11:35:00
1775801400,305.0,307.85,296.55,300.4,71110,2026-04-10 11:40:00
1775801700,301.0,304.9,291.05,295.55,79300,2026-04-10 11:45:00
1775802000,294.8,305.5,294.75,303.6,85605,2026-04-10 11:50:00
1775802300,303.6,306.5,300.65,305.8,29120,2026-04-10 11:55:00
1775802600,305.8,315.25,303.2,315.0,63310,2026-04-10 12:00:00
1775802900,314.2,318.95,312.9,318.95,70265,2026-04-10 12:05:00
1775803200,319.0,319.75,314.9,315.15,41665,2026-04-10 12:10:00
1775803500,315.0,317.4,309.05,313.55,44720,2026-04-10 12:15:00
1775803800,312.05,320.0,308.25,319.9,34905,2026-04-10 12:20:00
1775804100,320.0,325.0,310.7,316.6,73385,2026-04-10 12:25:00
1775804400,315.8,318.0,311.5,313.1,30745,2026-04-10 12:30:00
1775804700,312.4,318.0,311.35,314.3,33475,2026-04-10 12:35:00
1775805000,315.05,318.0,310.4,310.4,24115,2026-04-10 12:40:00
1775805300,309.0,316.8,308.15,315.0,25090,2026-04-10 12:45:00
1775805600,314.15,315.0,306.05,311.0,31980,2026-04-10 12:50:00
1775805900,310.45,312.9,306.0,310.4,21515,2026-04-10 12:55:00
1775806200,311.65,316.05,309.85,315.25,23660,2026-04-10 13:00:00
1775806500,315.25,317.75,313.35,316.05,24050,2026-04-10 13:05:00
1775806800,315.8,316.15,305.4,308.5,44785,2026-04-10 13:10:00
1775807100,308.5,313.4,307.2,307.55,23140,2026-04-10 13:15:00
1775807400,307.55,310.0,306.75,307.7,22945,2026-04-10 13:20:00
1775807700,307.7,312.45,306.25,311.15,21450,2026-04-10 13:25:00
1775808000,311.05,314.15,307.05,309.0,23985,2026-04-10 13:30:00
1775808300,308.15,312.6,304.55,312.45,28925,2026-04-10 13:35:00
1775808600,312.45,319.8,312.0,318.2,59475,2026-04-10 13:40:00
1775808900,317.85,322.2,310.65,313.8,78130,2026-04-10 13:45:00
1775809200,313.45,318.8,310.05,317.05,38610,2026-04-10 13:50:00
1775809500,317.0,334.25,317.0,330.3,116350,2026-04-10 13:55:00
1775809800,329.6,334.6,326.25,328.25,100750,2026-04-10 14:00:00
1775810100,328.2,331.45,324.4,327.7,62205,2026-04-10 14:05:00
1775810400,327.7,333.05,301.8,317.4,148785,2026-04-10 14:10:00
1775810700,317.3,317.3,270.05,301.95,306085,2026-04-10 14:15:00
1775811000,301.8,311.65,278.7,281.8,186225,2026-04-10 14:20:00
1775811300,282.1,290.0,275.95,288.35,164645,2026-04-10 14:25:00
1775811600,288.5,295.0,284.8,289.8,155805,2026-04-10 14:30:00
1775811900,288.45,291.65,277.4,286.65,107185,2026-04-10 14:35:00
1775812200,286.35,297.75,285.0,295.4,106275,2026-04-10 14:40:00
1775812500,294.55,317.0,287.25,314.5,187005,2026-04-10 14:45:00
1775812800,314.3,314.3,300.1,302.7,161850,2026-04-10 14:50:00
1775813100,304.1,310.7,303.7,303.85,92625,2026-04-10 14:55:00
1775813400,304.8,324.05,304.75,324.05,183560,2026-04-10 15:00:00
1775813700,324.05,338.6,323.65,336.8,254605,2026-04-10 15:05:00
1775814000,336.15,347.9,335.3,336.85,166530,2026-04-10 15:10:00
1775814300,337.65,339.95,329.8,335.4,255060,2026-04-10 15:15:00
1775814600,336.95,339.0,331.95,337.6,289835,2026-04-10 15:20:00
1775814900,336.65,338.95,333.6,337.0,182715,2026-04-10 15:25:00
