epoch,o,h,l,c,v,time,vwap
1777261500,275.0,299.0,266.7,278.3,74100,2026-04-27 09:15:00,278.3
1777261560,272.95,286.45,265.7,268.8,78650,2026-04-27 09:16:00,273.40851063829786
1777261620,270.85,270.85,254.0,255.2,52455,2026-04-27 09:17:00,268.75400696864114
1777261680,255.7,271.35,255.7,268.7,51350,2026-04-27 09:18:00,268.7431973650874
1777261740,270.0,271.4,261.0,269.45,37765,2026-04-27 09:19:00,268.83388913427564
1777261800,269.0,274.85,269.0,273.95,35685,2026-04-27 09:20:00,269.3871183769943
1777261860,274.0,283.25,274.0,283.25,49010,2026-04-27 09:21:00,271.1797118847539
1777261920,282.0,286.05,278.35,282.5,46215,2026-04-27 09:22:00,272.4100275145216
1777261980,282.4,282.4,274.0,275.1,33800,2026-04-27 09:23:00,272.60809968847354
1777262040,274.45,278.05,271.0,275.65,24310,2026-04-27 09:24:00,272.7610946745562
1777262100,274.2,283.8,274.2,279.5,27625,2026-04-27 09:25:00,273.12542933469024
1777262160,280.35,280.65,264.85,268.55,30550,2026-04-27 09:26:00,272.86730284479654
1777262220,266.85,279.7,265.7,277.8,27430,2026-04-27 09:27:00,273.10511824517306
1777262280,278.1,282.7,276.75,280.0,29380,2026-04-27 09:28:00,273.4436827810972
1777262340,279.1,279.3,267.2,272.75,39650,2026-04-27 09:29:00,273.40057055527257
1777262400,273.0,277.0,266.9,269.05,35490,2026-04-27 09:30:00,273.1713058585079
1777262460,268.95,274.15,267.65,273.8,36270,2026-04-27 09:31:00,273.2034343804378
1777262520,272.25,275.05,263.25,264.25,26260,2026-04-27 09:32:00,272.8839795107304
1777262580,262.65,263.5,253.9,258.3,38610,2026-04-27 09:33:00,272.1570445581942
1777262640,258.7,263.1,247.0,249.45,45565,2026-04-27 09:34:00,270.8955420827389
1777262700,249.7,259.85,248.55,256.5,18785,2026-04-27 09:35:00,270.57321221042844
1777262760,255.1,261.75,255.1,256.65,22100,2026-04-27 09:36:00,270.2158564203216
1777262820,257.7,258.0,251.8,254.25,26520,2026-04-27 09:37:00,269.7388099597217
1777262880,252.3,252.3,243.6,249.25,30745,2026-04-27 09:38:00,269.0528524915062
1777262940,249.95,255.0,246.65,248.0,22295,2026-04-27 09:39:00,268.553845622279
1777263000,249.1,256.0,249.1,253.7,16575,2026-04-27 09:40:00,268.2966318076871
1777263060,254.4,258.75,250.65,250.75,19565,2026-04-27 09:41:00,267.94516204165836
1777263120,251.5,255.5,249.5,252.0,13520,2026-04-27 09:42:00,267.72746636035447
1777263180,251.25,262.3,249.7,261.25,32110,2026-04-27 09:43:00,267.524028863882
1777263240,261.7,265.0,258.45,264.0,33475,2026-04-27 09:44:00,267.4123030041862
1777263300,264.75,273.3,264.75,272.35,46800,2026-04-27 09:45:00,267.62187278943645
1777263360,271.5,277.0,271.05,274.9,44850,2026-04-27 09:46:00,267.90633567463465
1777263420,274.9,275.0,270.0,274.9,51675,2026-04-27 09:47:00,268.2077050246626
1777263480,275.0,284.85,273.0,279.15,59800,2026-04-27 09:48:00,268.7274485001807
1777263540,280.1,284.85,277.2,282.45,53625,2026-04-27 09:49:00,269.2880657621076
1777263600,281.85,287.55,281.4,287.45,47450,2026-04-27 09:50:00,269.92170235136683
1777263660,288.0,288.0,281.95,285.4,33735,2026-04-27 09:51:00,270.29633446812477
