epoch,o,h,l,c,v,time,vwap
1777261500,23945.45,24047.6,23936.2,24028.1,8772165,2026-04-27 09:15:00,24028.1
1777261560,24024.15,24049.55,24005.15,24018.2,4856716,2026-04-27 09:16:00,24024.57208832479
1777261620,24021.25,24021.25,23984.1,23993.55,3595831,2026-04-27 09:17:00,24018.095916944792
1777261680,23990.6,24029.4,23990.6,24024.2,2981520,2026-04-27 09:18:00,24018.99660172911
1777261740,24026.8,24029.85,24004.15,24020.35,2700423,2026-04-27 09:19:00,24019.156151336807
1777261800,24020.4,24042.45,24020.4,24039.2,2309213,2026-04-27 09:20:00,24020.991722331353
1777261860,24038.8,24064.25,24038.8,24062.45,2812564,2026-04-27 09:21:00,24025.151928627332
1777261920,24062.65,24067.5,24053.75,24061.55,1608126,2026-04-27 09:22:00,24027.126944920532
1777261980,24061.9,24062.25,24043.95,24045.0,1854309,2026-04-27 09:23:00,24028.179382342827
1777262040,24046.1,24049.75,24036.85,24046.6,2034707,2026-04-27 09:24:00,24029.297351559144
1777262100,24044.45,24062.8,24043.3,24053.05,1808620,2026-04-27 09:25:00,24030.513157274792
1777262160,24053.4,24056.9,24025.3,24030.65,2588336,2026-04-27 09:26:00,24030.522497235816
1777262220,24029.8,24056.25,24028.1,24052.2,1789597,2026-04-27 09:27:00,24031.499377520126
1777262280,24053.15,24062.75,24050.55,24058.65,2187105,2026-04-27 09:28:00,24032.9166173917
1777262340,24058.55,24058.7,24037.05,24042.0,1976803,2026-04-27 09:29:00,24033.32586262068
1777262400,24045.05,24057.7,24036.5,24040.25,2002496,2026-04-27 09:30:00,24033.6280858415
1777262460,24042.0,24051.7,24038.2,24049.25,1473552,2026-04-27 09:31:00,24034.114225022582
1777262520,24049.45,24052.55,24027.0,24029.15,1649868,2026-04-27 09:32:00,24033.94708237127
1777262580,24026.95,24027.55,24013.05,24019.1,1914805,2026-04-27 09:33:00,24033.38873439718
1777262640,24020.5,24032.15,24003.6,24008.85,1765644,2026-04-27 09:34:00,24032.566321804814
1777262700,24008.9,24027.8,24005.35,24021.95,1459596,2026-04-27 09:35:00,24032.280119928528
1777262760,24021.4,24033.25,24021.4,24026.95,1044273,2026-04-27 09:36:00,24032.179259688673
1777262820,24027.25,24027.25,24009.95,24016.75,1345594,2026-04-27 09:37:00,24031.81200628219
1777262880,24017.75,24017.75,23998.3,24012.4,1730211,2026-04-27 09:38:00,24031.23552720248
1777262940,24010.75,24020.9,24006.7,24007.2,1587615,2026-04-27 09:39:00,24030.597943880708
1777263000,24006.85,24021.4,24006.85,24020.7,1965561,2026-04-27 09:40:00,24030.283215517204
1777263060,24020.05,24028.9,24013.25,24016.65,1588020,2026-04-27 09:41:00,24029.94175333543
1777263120,24014.9,24022.0,24011.4,24016.85,1290704,2026-04-27 09:42:00,24029.680560872635
1777263180,24015.2,24039.7,24014.35,24039.2,1652680,2026-04-27 09:43:00,24029.917687927405
1777263240,24039.4,24045.4,24031.4,24045.4,1299137,2026-04-27 09:44:00,24030.215025635516
1777263300,24043.9,24062.5,24043.45,24061.85,2060840,2026-04-27 09:45:00,24031.150297067143
1777263360,24062.3,24073.25,24058.9,24070.25,1553070,2026-04-27 09:46:00,24032.002455787733
1777263420,24069.05,24069.75,24061.75,24066.9,1138134,2026-04-27 09:47:00,24032.551064480034
1777263480,24067.1,24082.45,24064.75,24078.85,1814544,2026-04-27 09:48:00,24033.683105478936
