epoch,o,h,l,c,v,time
1776051900,187.7,187.7,133.05,165.8,362440,2026-04-13 09:15:00
1776051960,167.2,167.25,149.0,152.85,307710,2026-04-13 09:16:00
1776052020,153.4,153.4,147.25,147.9,244595,2026-04-13 09:17:00
1776052080,147.5,148.0,140.7,144.65,160420,2026-04-13 09:18:00
1776052140,144.5,149.7,144.25,147.85,103090,2026-04-13 09:19:00
1776052200,147.8,149.3,146.0,146.6,84565,2026-04-13 09:20:00
1776052260,146.65,148.25,145.0,146.65,69355,2026-04-13 09:21:00
1776052320,147.05,147.35,144.0,144.4,92950,2026-04-13 09:22:00
1776052380,144.65,147.95,144.2,146.9,62465,2026-04-13 09:23:00
1776052440,147.0,148.55,144.0,147.9,77285,2026-04-13 09:24:00
1776052500,148.0,151.0,145.7,149.85,101530,2026-04-13 09:25:00
1776052560,150.4,150.6,146.95,150.0,58630,2026-04-13 09:26:00
1776052620,149.75,152.7,147.8,152.35,70720,2026-04-13 09:27:00
1776052680,152.1,152.15,147.65,149.6,43095,2026-04-13 09:28:00
1776052740,149.65,152.85,148.65,151.05,60320,2026-04-13 09:29:00
1776052800,151.35,151.35,145.05,145.75,78260,2026-04-13 09:30:00
1776052860,145.65,146.5,144.0,144.65,48035,2026-04-13 09:31:00
1776052920,145.0,149.4,144.0,148.6,35750,2026-04-13 09:32:00
1776052980,148.15,151.0,147.45,148.65,41340,2026-04-13 09:33:00
1776053040,148.65,149.75,145.85,147.3,225095,2026-04-13 09:34:00
1776053100,146.6,147.1,143.0,143.55,66105,2026-04-13 09:35:00
1776053160,143.0,143.0,140.0,140.4,68055,2026-04-13 09:36:00
1776053220,140.05,141.9,139.35,140.85,43745,2026-04-13 09:37:00
1776053280,141.45,142.1,140.7,141.0,32435,2026-04-13 09:38:00
1776053340,141.05,143.45,140.5,143.3,57330,2026-04-13 09:39:00
1776053400,143.85,143.85,141.15,143.0,26195,2026-04-13 09:40:00
1776053460,143.5,150.3,142.6,150.3,61295,2026-04-13 09:41:00
1776053520,150.5,152.95,147.25,147.45,93470,2026-04-13 09:42:00
1776053580,147.3,153.0,145.55,152.95,45760,2026-04-13 09:43:00
1776053640,152.95,152.95,150.05,151.95,33930,2026-04-13 09:44:00
1776053700,151.8,151.8,145.65,149.0,53235,2026-04-13 09:45:00
1776053760,149.15,150.25,146.0,150.25,35880,2026-04-13 09:46:00
1776053820,150.6,152.0,146.8,149.0,24440,2026-04-13 09:47:00
1776053880,148.9,148.9,144.1,147.35,36335,2026-04-13 09:48:00
1776053940,146.9,151.2,145.0,150.1,19500,2026-04-13 09:49:00
1776054000,150.7,152.9,149.3,150.35,37245,2026-04-13 09:50:00
1776054060,150.6,153.45,147.2,152.05,35945,2026-04-13 09:51:00
1776054120,152.3,153.7,150.1,152.2,19565,2026-04-13 09:52:00
1776054180,152.45,153.7,150.3,151.1,27235,2026-04-13 09:53:00
1776054240,151.65,156.8,150.1,151.25,60060,2026-04-13 09:54:00
1776054300,150.9,159.9,150.85,156.9,84955,2026-04-13 09:55:00
1776054360,157.0,158.55,155.6,157.6,42640,2026-04-13 09:56:00
1776054420,158.15,158.4,155.3,157.95,50700,2026-04-13 09:57:00
1776054480,158.65,161.7,156.45,158.2,50830,2026-04-13 09:58:00
1776054540,158.35,161.5,157.05,159.55,189605,2026-04-13 09:59:00
1776054600,159.15,159.75,156.25,158.2,48035,2026-04-13 10:00:00
1776054660,158.05,161.7,157.3,161.4,38155,2026-04-13 10:01:00
1776054720,160.95,161.95,158.4,160.5,28665,2026-04-13 10:02:00
1776054780,161.1,162.0,158.4,159.6,48880,2026-04-13 10:03:00
1776054840,159.6,161.75,156.0,161.35,43355,2026-04-13 10:04:00
1776054900,161.8,162.5,159.85,161.05,26975,2026-04-13 10:05:00
1776054960,161.25,161.9,157.6,159.8,17810,2026-04-13 10:06:00
