epoch,o,h,l,c,v,time
1776397500,344.05,371.3,309.8,371.3,16445,2026-04-17 09:15:00
1776397560,375.45,413.2,362.55,362.55,19955,2026-04-17 09:16:00
1776397620,373.25,406.0,371.2,403.3,5460,2026-04-17 09:17:00
1776397680,403.3,413.8,402.7,411.9,4615,2026-04-17 09:18:00
1776397740,411.55,414.85,397.5,398.9,2600,2026-04-17 09:19:00
1776397800,407.75,416.2,407.55,413.9,6435,2026-04-17 09:20:00
1776397860,416.85,419.9,407.95,412.75,5070,2026-04-17 09:21:00
1776397920,412.75,421.15,412.75,417.3,3510,2026-04-17 09:22:00
1776397980,416.1,423.15,416.1,421.55,1235,2026-04-17 09:23:00
1776398040,420.6,420.6,402.0,404.2,2990,2026-04-17 09:24:00
1776398100,405.65,414.6,404.85,414.6,3705,2026-04-17 09:25:00
1776398160,414.9,423.25,414.6,422.25,3705,2026-04-17 09:26:00
1776398220,418.0,424.45,416.4,418.2,2990,2026-04-17 09:27:00
1776398280,416.3,427.85,416.3,427.65,2990,2026-04-17 09:28:00
1776398340,426.0,427.5,423.6,425.3,2470,2026-04-17 09:29:00
1776398400,425.3,428.55,412.0,412.7,8060,2026-04-17 09:30:00
1776398460,411.05,411.05,405.45,408.15,2600,2026-04-17 09:31:00
1776398520,408.15,416.5,403.8,409.1,2925,2026-04-17 09:32:00
1776398580,409.1,409.1,400.9,406.3,2860,2026-04-17 09:33:00
1776398640,406.3,409.2,399.0,399.05,1560,2026-04-17 09:34:00
1776398700,398.9,398.9,390.0,390.0,3120,2026-04-17 09:35:00
1776398760,390.3,395.2,388.05,388.95,2340,2026-04-17 09:36:00
1776398820,388.95,389.1,380.1,383.55,8580,2026-04-17 09:37:00
1776398880,388.8,413.2,388.55,412.35,6435,2026-04-17 09:38:00
1776398940,410.1,415.75,407.1,407.85,4095,2026-04-17 09:39:00
1776399000,408.0,416.3,406.85,416.0,2730,2026-04-17 09:40:00
1776399060,416.0,416.0,402.7,403.85,3120,2026-04-17 09:41:00
1776399120,400.6,400.6,390.45,390.45,7930,2026-04-17 09:42:00
1776399180,392.25,396.0,383.75,390.75,3705,2026-04-17 09:43:00
1776399240,390.75,395.35,390.75,393.8,845,2026-04-17 09:44:00
1776399300,390.85,397.1,390.0,392.4,1300,2026-04-17 09:45:00
1776399360,392.4,397.7,392.4,395.4,1365,2026-04-17 09:46:00
1776399420,399.3,406.0,398.15,403.9,1300,2026-04-17 09:47:00
1776399480,405.3,410.0,405.3,409.05,1950,2026-04-17 09:48:00
1776399540,409.05,416.85,409.05,415.8,5785,2026-04-17 09:49:00
1776399600,415.0,420.3,415.0,416.05,3055,2026-04-17 09:50:00
1776399660,417.35,420.35,417.35,418.85,1885,2026-04-17 09:51:00
1776399720,418.85,422.95,417.75,420.8,3120,2026-04-17 09:52:00
