epoch,o,h,l,c,v,time
1775619900,371.8,428.0,315.85,326.45,78130,2026-04-08 09:15:00
1775620200,326.65,329.0,305.95,327.85,70395,2026-04-08 09:20:00
1775620500,327.85,331.0,316.65,319.25,24570,2026-04-08 09:25:00
1775620800,320.0,320.0,302.85,312.75,27560,2026-04-08 09:30:00
1775621100,311.9,311.9,294.15,295.0,21775,2026-04-08 09:35:00
1775621400,295.0,299.3,291.0,291.0,24245,2026-04-08 09:40:00
1775621700,290.0,290.4,273.35,279.8,26910,2026-04-08 09:45:00
1775622000,278.95,290.0,274.2,287.5,22425,2026-04-08 09:50:00
1775622300,287.4,299.05,282.6,297.4,18330,2026-04-08 09:55:00
1775622600,294.65,297.9,288.3,294.9,14495,2026-04-08 10:00:00
1775622900,293.7,298.3,281.7,294.35,11895,2026-04-08 10:05:00
1775623200,296.4,302.0,293.15,301.05,15405,2026-04-08 10:10:00
1775623500,301.05,307.8,290.65,292.6,18915,2026-04-08 10:15:00
1775623800,292.6,304.6,287.8,297.2,10790,2026-04-08 10:20:00
1775624100,297.9,302.2,283.65,286.7,28080,2026-04-08 10:25:00
1775624400,286.7,286.7,277.4,281.3,12285,2026-04-08 10:30:00
1775624700,282.5,287.7,277.5,282.5,7670,2026-04-08 10:35:00
1775625000,282.5,288.85,268.85,272.85,16705,2026-04-08 10:40:00
1775625300,272.85,272.85,262.7,268.35,15860,2026-04-08 10:45:00
1775625600,268.4,269.35,255.95,256.1,6435,2026-04-08 10:50:00
1775625900,255.4,257.3,245.8,247.05,13065,2026-04-08 10:55:00
1775626200,247.05,248.25,239.65,244.95,30160,2026-04-08 11:00:00
1775626500,244.95,246.1,238.7,243.55,18135,2026-04-08 11:05:00
1775626800,242.95,244.4,236.2,244.4,16250,2026-04-08 11:10:00
1775627100,242.85,246.15,234.7,242.0,25350,2026-04-08 11:15:00
1775627400,242.4,242.4,235.35,239.55,11635,2026-04-08 11:20:00
1775627700,239.55,248.4,239.55,245.0,13000,2026-04-08 11:25:00
1775628000,245.0,250.0,245.0,248.0,4940,2026-04-08 11:30:00
1775628300,248.0,254.35,245.85,250.85,10790,2026-04-08 11:35:00
1775628600,250.85,253.35,245.2,248.6,4615,2026-04-08 11:40:00
1775628900,248.6,248.6,241.55,245.0,3705,2026-04-08 11:45:00
1775629200,245.0,261.85,244.65,257.0,10725,2026-04-08 11:50:00
1775629500,257.0,265.75,257.0,265.65,8385,2026-04-08 11:55:00
1775629800,265.35,265.35,259.2,259.2,12220,2026-04-08 12:00:00
1775630100,259.2,259.2,250.0,250.1,2795,2026-04-08 12:05:00
1775630400,250.1,253.8,249.4,252.4,2340,2026-04-08 12:10:00
1775630700,252.4,255.3,251.85,252.55,1950,2026-04-08 12:15:00
1775631000,252.55,252.55,250.2,251.1,910,2026-04-08 12:20:00
1775631300,251.1,259.0,249.95,259.0,1950,2026-04-08 12:25:00
1775631600,259.15,281.7,259.15,276.55,18395,2026-04-08 12:30:00
1775631900,276.55,277.75,267.75,273.0,5525,2026-04-08 12:35:00
1775632200,273.0,277.4,261.1,262.35,8775,2026-04-08 12:40:00
1775632500,262.35,265.65,254.75,254.75,6565,2026-04-08 12:45:00
1775632800,254.75,258.0,254.75,255.9,1040,2026-04-08 12:50:00
1775633100,255.9,255.9,244.5,246.45,6500,2026-04-08 12:55:00
1775633400,246.95,253.3,246.95,249.55,1170,2026-04-08 13:00:00
1775633700,249.55,257.25,249.55,255.2,3055,2026-04-08 13:05:00
1775634000,255.2,255.2,248.9,252.95,4030,2026-04-08 13:10:00
1775634300,251.4,253.2,246.65,250.4,3185,2026-04-08 13:15:00
1775634600,250.4,252.4,248.4,248.4,4615,2026-04-08 13:20:00
1775634900,247.4,247.55,242.55,243.95,5980,2026-04-08 13:25:00
1775635200,244.4,248.25,243.15,247.05,9945,2026-04-08 13:30:00
1775635500,247.05,247.65,235.5,240.15,8710,2026-04-08 13:35:00
1775635800,240.15,250.9,240.15,250.5,9295,2026-04-08 13:40:00
1775636100,250.6,251.65,246.95,248.3,4095,2026-04-08 13:45:00
1775636400,247.1,254.0,246.15,253.8,7020,2026-04-08 13:50:00
1775636700,251.35,251.4,245.3,245.65,2665,2026-04-08 13:55:00
1775637000,245.75,251.45,245.35,250.2,2665,2026-04-08 14:00:00
1775637300,249.95,260.95,249.8,253.6,16705,2026-04-08 14:05:00
1775637600,253.6,262.45,250.7,259.65,5590,2026-04-08 14:10:00
1775637900,259.65,260.35,253.1,253.1,2600,2026-04-08 14:15:00
1775638200,253.65,253.65,246.35,248.7,7280,2026-04-08 14:20:00
1775638500,249.25,250.35,246.1,248.15,8710,2026-04-08 14:25:00
1775638800,248.15,250.55,242.85,247.35,4615,2026-04-08 14:30:00
1775639100,247.35,247.35,240.95,246.05,10595,2026-04-08 14:35:00
1775639400,246.05,246.3,236.95,237.9,8970,2026-04-08 14:40:00
1775639700,240.0,243.8,230.0,242.15,10985,2026-04-08 14:45:00
1775640000,242.15,250.0,242.15,244.75,9295,2026-04-08 14:50:00
1775640300,244.75,246.9,239.9,241.05,7020,2026-04-08 14:55:00
1775640600,241.05,258.2,241.05,244.9,10530,2026-04-08 15:00:00
1775640900,244.9,244.9,238.5,242.0,2730,2026-04-08 15:05:00
1775641200,242.0,247.3,240.3,245.95,8450,2026-04-08 15:10:00
1775641500,245.15,247.8,243.75,244.7,9815,2026-04-08 15:15:00
1775641800,244.25,247.05,240.2,241.65,17030,2026-04-08 15:20:00
1775642100,241.85,242.65,225.0,230.7,31850,2026-04-08 15:25:00
