epoch,o,h,l,c,v,time,vwap
1776656700,24391.5,24420.2,24270.2,24295.85,10026850,2026-04-20 09:15:00,24295.85
1776656760,24294.35,24314.15,24241.25,24269.4,5144617,2026-04-20 09:16:00,24286.880852873357
1776656820,24270.1,24322.25,24264.45,24318.25,3501033,2026-04-20 09:17:00,24292.762465901727
1776656880,24320.5,24325.95,24291.35,24304.1,3834210,2026-04-20 09:18:00,24294.69391152905
1776656940,24301.35,24339.55,24299.6,24339.55,2311209,2026-04-20 09:19:00,24298.871207594
1776657000,24340.25,24367.95,24340.25,24365.25,2886864,2026-04-20 09:20:00,24305.78793912589
1776657060,24366.05,24370.2,24354.4,24369.45,2758053,2026-04-20 09:21:00,24311.55179308814
1776657120,24370.65,24382.85,24368.3,24378.5,2066486,2026-04-20 09:22:00,24315.804803105024
1776657180,24379.65,24393.55,24375.3,24388.6,2337140,2026-04-20 09:23:00,24320.684350862728
1776657240,24387.95,24396.85,24383.85,24395.85,2552872,2026-04-20 09:24:00,24325.8124026085
1776657300,24393.0,24417.35,24388.6,24413.75,2323471,2026-04-20 09:25:00,24330.95347046591
1776657360,24412.45,24414.15,24379.35,24381.1,2509678,2026-04-20 09:26:00,24333.93203250564
1776657420,24382.7,24388.2,24378.8,24386.25,2537680,2026-04-20 09:27:00,24336.896215952595
1776657480,24387.45,24410.9,24387.45,24398.0,1974324,2026-04-20 09:28:00,24339.47592280014
1776657540,24397.9,24401.05,24383.0,24383.0,1855699,2026-04-20 09:29:00,24341.137117319955
1776657600,24383.15,24389.75,24374.6,24375.65,2221292,2026-04-20 09:30:00,24342.645004053582
1776657660,24375.5,24375.5,24364.0,24367.5,1978297,2026-04-20 09:31:00,24343.57591608257
1776657720,24368.65,24368.85,24339.05,24345.05,2853098,2026-04-20 09:32:00,24343.651459262754
1776657780,24344.65,24372.5,24343.9,24371.2,1700035,2026-04-20 09:33:00,24344.46775889066
1776657840,24370.05,24371.75,24350.25,24357.9,1741027,2026-04-20 09:34:00,24344.86336602529
1776657900,24360.25,24369.4,24355.0,24363.3,1363200,2026-04-20 09:35:00,24345.27894158842
1776657960,24364.1,24371.75,24350.05,24354.1,1948804,2026-04-20 09:36:00,24345.554316123304
1776658020,24353.9,24355.1,24348.3,24348.3,1531351,2026-04-20 09:37:00,24345.620056959888
1776658080,24349.1,24353.2,24334.7,24339.15,2781784,2026-04-20 09:38:00,24345.35037534983
1776658140,24338.7,24347.45,24336.65,24343.3,1310631,2026-04-20 09:39:00,24345.310885310966
1776658200,24342.85,24344.35,24336.1,24343.35,1546131,2026-04-20 09:40:00,24345.267322567262
1776658260,24343.45,24352.7,24328.55,24328.6,1437933,2026-04-20 09:41:00,24344.92992679792
1776658320,24329.8,24338.3,24320.25,24325.15,1334906,2026-04-20 09:42:00,24344.5650680664
1776658380,24324.85,24326.2,24309.65,24310.3,1372024,2026-04-20 09:43:00,24343.92753009366
1776658440,24309.75,24310.85,24295.6,24302.75,2427775,2026-04-20 09:44:00,24342.615047738782
1776658500,24301.85,24305.9,24290.0,24295.85,1783532,2026-04-20 09:45:00,24341.545069384105
1776658560,24295.55,24300.2,24291.5,24291.5,1144034,2026-04-20 09:46:00,24340.821224537918
1776658620,24291.6,24292.3,24281.2,24284.85,978606,2026-04-20 09:47:00,24340.137190590893
1776658680,24283.75,24290.25,24281.45,24282.95,1254163,2026-04-20 09:48:00,24339.255312946367
1776658740,24281.9,24300.3,24281.45,24296.55,1493632,2026-04-20 09:49:00,24338.485159094143
1776658800,24297.1,24299.0,24285.5,24289.9,1427522,2026-04-20 09:50:00,24337.661937563706
1776658860,24290.15,24301.05,24289.4,24295.3,991907,2026-04-20 09:51:00,24337.16899785693
1776658920,24295.65,24309.1,24295.6,24307.55,1092777,2026-04-20 09:52:00,24336.79409669331
1776658980,24307.8,24324.3,24306.9,24319.05,1230235,2026-04-20 09:53:00,24336.54480258936
1776659040,24318.7,24338.7,24318.7,24338.15,1010582,2026-04-20 09:54:00,24336.563116731184
1776659100,24337.4,24344.1,24330.5,24342.9,1531391,2026-04-20 09:55:00,24336.67081382044
1776659160,24343.7,24343.7,24325.6,24328.1,1206244,2026-04-20 09:56:00,24336.55759356115
1776659220,24328.0,24332.85,24325.1,24325.25,700708,2026-04-20 09:57:00,24336.471483426947
1776659280,24325.9,24327.8,24320.35,24323.0,730260,2026-04-20 09:58:00,24336.365409951784
1776659340,24323.05,24333.2,24322.05,24331.75,846479,2026-04-20 09:59:00,24336.323665910666
1776659400,24331.05,24334.5,24326.35,24332.5,934601,2026-04-20 10:00:00,24336.28586007701
1776659460,24332.15,24338.75,24330.6,24332.8,1157005,2026-04-20 10:01:00,24336.243708458824
