epoch,o,h,l,c,v,time
1775533560,483.95,483.95,483.9,483.9,130,2026-04-07 09:16:00
1775533620,483.9,489.05,483.9,489.0,195,2026-04-07 09:17:00
1775533680,489.0,493.25,489.0,493.25,65,2026-04-07 09:18:00
1775533740,487.25,499.45,487.25,495.0,520,2026-04-07 09:19:00
1775533800,495.4,498.65,487.35,487.35,2470,2026-04-07 09:20:00
1775533860,487.35,491.45,487.35,491.45,65,2026-04-07 09:21:00
1775533920,491.45,512.95,491.45,512.95,65,2026-04-07 09:22:00
1775533980,512.95,512.95,503.3,503.3,65,2026-04-07 09:23:00
1775534040,503.3,508.0,503.3,508.0,65,2026-04-07 09:24:00
1775534100,508.0,508.0,508.0,508.0,0,2026-04-07 09:25:00
1775534160,508.0,537.35,508.0,536.95,845,2026-04-07 09:26:00
1775534220,536.95,547.85,533.2,533.2,3185,2026-04-07 09:27:00
1775534280,533.4,543.75,533.4,543.75,195,2026-04-07 09:28:00
1775534340,543.75,550.5,543.75,544.9,260,2026-04-07 09:29:00
1775534400,544.9,551.2,544.9,549.75,130,2026-04-07 09:30:00
1775534460,549.75,549.75,542.45,542.45,195,2026-04-07 09:31:00
1775534520,542.45,542.45,540.8,540.8,65,2026-04-07 09:32:00
1775534580,540.8,542.25,540.8,542.25,65,2026-04-07 09:33:00
1775534640,542.25,542.25,532.1,532.1,65,2026-04-07 09:34:00
1775534700,532.1,532.1,520.0,520.0,130,2026-04-07 09:35:00
1775534760,520.0,520.0,520.0,520.0,0,2026-04-07 09:36:00
1775534820,520.0,546.45,520.0,546.45,260,2026-04-07 09:37:00
1775534880,546.45,546.45,520.0,520.0,130,2026-04-07 09:38:00
1775534940,520.0,525.2,520.0,523.2,195,2026-04-07 09:39:00
1775535000,523.2,529.45,523.2,529.45,65,2026-04-07 09:40:00
1775535060,529.45,529.45,529.45,529.45,0,2026-04-07 09:41:00
1775535120,529.45,529.45,514.1,518.05,1365,2026-04-07 09:42:00
1775535180,518.05,518.05,497.45,498.8,650,2026-04-07 09:43:00
1775535240,498.8,498.8,496.25,496.25,65,2026-04-07 09:44:00
1775535300,496.25,507.05,496.25,507.05,130,2026-04-07 09:45:00
1775535360,510.0,512.75,510.0,512.7,325,2026-04-07 09:46:00
1775535420,512.7,512.7,512.7,512.7,0,2026-04-07 09:47:00
1775535480,512.7,539.0,512.7,513.5,1300,2026-04-07 09:48:00
1775535540,513.5,513.5,509.15,509.15,260,2026-04-07 09:49:00
1775535600,509.15,518.65,509.15,518.65,65,2026-04-07 09:50:00
1775535660,522.1,524.2,519.65,519.65,260,2026-04-07 09:51:00
1775535720,519.65,519.65,519.65,519.65,65,2026-04-07 09:52:00
1775535780,519.65,524.65,519.65,524.65,130,2026-04-07 09:53:00
1775535840,524.65,527.9,524.65,527.9,65,2026-04-07 09:54:00
1775535900,527.9,533.0,527.9,533.0,65,2026-04-07 09:55:00
1775535960,533.0,533.0,525.4,525.4,65,2026-04-07 09:56:00
1775536020,525.4,541.2,525.4,532.85,390,2026-04-07 09:57:00
1775536080,532.85,541.5,532.85,541.45,325,2026-04-07 09:58:00
