epoch,o,h,l,c,v,time,vwap
1777434300,344.45,349.45,302.0,302.35,99190,2026-04-29 09:15:00,302.35
1777434360,303.95,306.4,293.0,295.95,131755,2026-04-29 09:16:00,298.6987756825218
1777434420,295.0,301.9,291.1,299.25,45760,2026-04-29 09:17:00,298.78993422598074
1777434480,299.0,314.0,293.45,311.85,75075,2026-04-29 09:18:00,301.5771433850702
1777434540,312.15,323.15,306.0,306.0,86255,2026-04-29 09:19:00,302.44806351090665
1777434600,303.85,303.85,283.45,285.3,98865,2026-04-29 09:20:00,299.29041162227605
1777434660,284.3,301.45,282.45,293.85,72150,2026-04-29 09:21:00,298.64592315901814
1777434720,293.85,306.3,290.0,303.0,67210,2026-04-29 09:22:00,299.0786524413687
1777434780,302.55,325.5,302.55,323.6,120835,2026-04-29 09:23:00,302.79594715811794
1777434840,323.4,325.25,311.35,311.85,50180,2026-04-29 09:24:00,303.3321749136939
1777434900,312.85,324.0,311.75,316.6,41860,2026-04-29 09:25:00,303.95681701878794
1777434960,316.5,317.3,294.15,295.1,71110,2026-04-29 09:26:00,303.3009341366006
1777435020,295.2,295.85,284.0,289.8,55185,2026-04-29 09:27:00,302.5672065036487
1777435080,290.85,299.0,286.05,294.55,58435,2026-04-29 09:28:00,302.1309454633497
1777435140,292.8,293.05,280.0,281.2,57135,2026-04-29 09:29:00,301.07357183908044
1777435200,282.3,283.95,276.5,276.65,78975,2026-04-29 09:30:00,299.4794466827827
1777435260,274.05,281.6,273.0,275.35,68575,2026-04-29 09:31:00,298.18526436197254
1777435320,275.0,278.1,274.0,276.0,25285,2026-04-29 09:32:00,297.755030161025
1777435380,274.4,286.45,271.0,285.8,132600,2026-04-29 09:33:00,296.6514389791393
1777435440,285.6,297.0,285.6,292.95,99645,2026-04-29 09:34:00,296.4113278605281
1777435500,292.6,294.75,287.9,290.2,45370,2026-04-29 09:35:00,296.2331319358816
1777435560,289.7,294.75,282.35,284.8,33215,2026-04-29 09:36:00,295.9979429169518
1777435620,284.15,293.65,283.0,291.5,40235,2026-04-29 09:37:00,295.888586017282
1777435680,290.5,294.7,287.65,294.15,30420,2026-04-29 09:38:00,295.8572045664918
1777435740,295.15,302.05,285.5,288.0,69550,2026-04-29 09:39:00,295.54580339284394
1777435800,287.25,289.1,278.3,282.4,49075,2026-04-29 09:40:00,295.1881814578604
1777435860,281.85,287.05,280.0,284.2,56095,2026-04-29 09:41:00,294.8568003913894
1777435920,283.05,286.2,278.15,279.05,20215,2026-04-29 09:42:00,294.6868582984755
1777435980,278.1,278.2,270.0,271.2,66885,2026-04-29 09:43:00,293.88007577780746
1777436040,271.25,272.55,261.0,261.0,103740,2026-04-29 09:44:00,292.2168975025355
1777436100,261.55,261.55,253.2,257.1,108030,2026-04-29 09:45:00,290.459678147769
1777436160,257.1,258.65,253.3,254.6,52000,2026-04-29 09:46:00,289.61626830128773
1777436220,254.0,254.85,248.25,251.7,86580,2026-04-29 09:47:00,288.1874087591241
1777436280,251.55,251.55,248.0,248.9,62400,2026-04-29 09:48:00,287.148574615766
1777436340,248.9,249.2,243.0,244.95,121680,2026-04-29 09:49:00,285.07943187175863
1777436400,244.85,247.0,242.75,244.2,82160,2026-04-29 09:50:00,283.7693664114396
1777436460,244.95,244.95,240.6,244.05,75725,2026-04-29 09:51:00,282.62983229492454
1777436520,243.4,244.0,240.0,241.4,94705,2026-04-29 09:52:00,281.2017259414226
1777436580,240.65,242.3,239.0,240.35,125580,2026-04-29 09:53:00,279.40780070915537
1777436640,240.7,240.7,236.5,238.1,89635,2026-04-29 09:54:00,278.15240771349863
1777436700,238.65,242.15,236.45,238.65,106990,2026-04-29 09:55:00,276.7696008166564
