epoch,o,h,l,c,v,time
1775619900,645.5,661.9,640.2,640.2,9425,2026-04-08 09:15:00
1775620200,640.2,666.0,626.05,626.05,1430,2026-04-08 09:20:00
1775620500,626.05,641.95,626.05,635.0,715,2026-04-08 09:25:00
1775620800,635.0,652.0,635.0,652.0,65,2026-04-08 09:30:00
1775621100,652.0,652.0,652.0,652.0,0,2026-04-08 09:35:00
1775621400,652.0,675.0,652.0,675.0,390,2026-04-08 09:40:00
1775621700,675.0,693.75,675.0,693.75,130,2026-04-08 09:45:00
1775622000,693.75,693.75,692.35,692.35,520,2026-04-08 09:50:00
1775622300,692.35,692.35,675.0,675.0,130,2026-04-08 09:55:00
1775622600,675.0,675.0,675.0,675.0,0,2026-04-08 10:00:00
1775622900,675.0,675.0,675.0,675.0,0,2026-04-08 10:05:00
1775623200,675.0,675.0,655.0,655.0,65,2026-04-08 10:10:00
1775623500,655.0,655.0,655.0,655.0,0,2026-04-08 10:15:00
1775623800,655.0,655.0,652.05,652.05,130,2026-04-08 10:20:00
1775624100,652.05,660.0,652.05,660.0,1300,2026-04-08 10:25:00
1775624400,660.0,660.0,660.0,660.0,0,2026-04-08 10:30:00
1775624700,660.0,667.0,660.0,667.0,325,2026-04-08 10:35:00
1775625000,667.0,679.0,667.0,679.0,65,2026-04-08 10:40:00
1775625300,679.0,686.0,679.0,686.0,130,2026-04-08 10:45:00
1775625600,686.0,686.0,686.0,686.0,0,2026-04-08 10:50:00
1775625900,686.0,709.05,686.0,709.05,65,2026-04-08 10:55:00
1775626200,709.05,709.05,709.05,709.05,0,2026-04-08 11:00:00
1775626500,709.05,709.05,709.05,709.05,0,2026-04-08 11:05:00
1775626800,709.05,709.05,709.05,709.05,0,2026-04-08 11:10:00
1775627100,709.05,709.05,709.05,709.05,0,2026-04-08 11:15:00
1775627400,709.05,709.05,709.05,709.05,0,2026-04-08 11:20:00
1775627700,709.05,734.0,709.05,718.0,520,2026-04-08 11:25:00
1775628000,718.0,718.0,713.05,713.05,65,2026-04-08 11:30:00
1775628300,713.05,715.8,713.05,715.8,65,2026-04-08 11:35:00
1775628600,715.8,715.8,715.8,715.8,0,2026-04-08 11:40:00
1775628900,715.8,728.8,715.8,728.8,520,2026-04-08 11:45:00
1775629200,728.8,728.8,728.8,728.8,0,2026-04-08 11:50:00
1775629500,728.8,728.8,686.7,690.0,260,2026-04-08 11:55:00
1775629800,690.0,690.0,688.0,689.0,260,2026-04-08 12:00:00
1775630100,689.0,689.0,689.0,689.0,0,2026-04-08 12:05:00
1775630400,689.0,689.0,689.0,689.0,0,2026-04-08 12:10:00
1775630700,689.0,689.0,689.0,689.0,0,2026-04-08 12:15:00
1775631000,689.0,689.0,689.0,689.0,0,2026-04-08 12:20:00
1775631300,689.0,689.0,689.0,689.0,0,2026-04-08 12:25:00
1775631600,689.0,689.0,689.0,689.0,0,2026-04-08 12:30:00
1775631900,689.0,689.0,689.0,689.0,0,2026-04-08 12:35:00
1775632200,689.0,689.0,687.0,687.0,130,2026-04-08 12:40:00
1775632500,687.0,687.0,687.0,687.0,0,2026-04-08 12:45:00
1775632800,687.0,687.0,687.0,687.0,0,2026-04-08 12:50:00
1775633100,687.0,687.0,687.0,687.0,0,2026-04-08 12:55:00
1775633400,687.0,687.0,687.0,687.0,0,2026-04-08 13:00:00
1775633700,687.0,687.0,687.0,687.0,0,2026-04-08 13:05:00
1775634000,687.0,687.0,687.0,687.0,0,2026-04-08 13:10:00
1775634300,687.0,687.0,687.0,687.0,0,2026-04-08 13:15:00
1775634600,687.0,705.15,687.0,705.15,130,2026-04-08 13:20:00
1775634900,705.15,718.45,705.15,718.45,260,2026-04-08 13:25:00
1775635200,718.45,718.45,718.45,718.45,0,2026-04-08 13:30:00
1775635500,718.45,718.45,718.45,718.45,0,2026-04-08 13:35:00
1775635800,718.45,718.45,718.45,718.45,0,2026-04-08 13:40:00
1775636100,718.45,718.45,718.45,718.45,0,2026-04-08 13:45:00
1775636400,718.45,718.45,718.45,718.45,0,2026-04-08 13:50:00
1775636700,718.45,718.45,718.45,718.45,0,2026-04-08 13:55:00
1775637000,718.45,718.45,718.45,718.45,0,2026-04-08 14:00:00
1775637300,718.45,718.45,701.6,710.25,325,2026-04-08 14:05:00
1775637600,710.25,710.25,710.25,710.25,0,2026-04-08 14:10:00
1775637900,710.25,710.25,710.25,710.25,0,2026-04-08 14:15:00
1775638200,710.25,710.25,710.25,710.25,0,2026-04-08 14:20:00
1775638500,710.25,710.25,710.25,710.25,0,2026-04-08 14:25:00
1775638800,710.25,710.25,710.25,710.25,0,2026-04-08 14:30:00
1775639100,710.25,710.25,710.25,710.25,0,2026-04-08 14:35:00
1775639400,710.25,710.25,710.25,710.25,0,2026-04-08 14:40:00
1775639700,710.25,710.25,710.25,710.25,0,2026-04-08 14:45:00
1775640000,710.25,710.25,710.25,710.25,0,2026-04-08 14:50:00
1775640300,710.25,710.25,710.25,710.25,0,2026-04-08 14:55:00
1775640600,710.25,714.05,710.25,714.05,65,2026-04-08 15:00:00
1775640900,714.05,714.05,714.05,714.05,0,2026-04-08 15:05:00
1775641200,714.05,732.35,714.05,732.35,65,2026-04-08 15:10:00
1775641500,732.35,732.35,732.35,732.35,0,2026-04-08 15:15:00
1775641800,732.35,732.35,732.35,732.35,0,2026-04-08 15:20:00
1775642100,732.35,743.25,732.35,743.25,260,2026-04-08 15:25:00
