epoch,o,h,l,c,v,time
1775533500,481.0,481.0,439.65,463.3,20280,2026-04-07 09:15:00
1775533800,463.3,485.0,458.25,483.45,1560,2026-04-07 09:20:00
1775534100,483.45,518.5,480.0,517.75,12480,2026-04-07 09:25:00
1775534400,520.0,521.7,499.2,506.35,5005,2026-04-07 09:30:00
1775534700,506.35,512.0,488.6,496.35,5265,2026-04-07 09:35:00
1775535000,500.0,501.15,467.3,467.3,7085,2026-04-07 09:40:00
1775535300,473.95,500.1,471.75,480.0,6110,2026-04-07 09:45:00
1775535600,480.0,499.2,480.0,493.45,2795,2026-04-07 09:50:00
1775535900,493.45,512.0,493.45,511.4,2730,2026-04-07 09:55:00
1775536200,511.4,536.8,511.4,532.55,6955,2026-04-07 10:00:00
1775536500,532.55,542.1,523.2,526.75,6110,2026-04-07 10:05:00
1775536800,526.75,536.95,520.0,532.1,6565,2026-04-07 10:10:00
1775537100,532.1,551.0,532.1,547.9,7930,2026-04-07 10:15:00
1775537400,552.0,555.0,527.05,535.3,5200,2026-04-07 10:20:00
1775537700,535.3,546.25,535.3,546.25,455,2026-04-07 10:25:00
1775538000,544.9,545.6,530.0,530.0,3445,2026-04-07 10:30:00
1775538300,527.35,533.3,506.7,533.3,2600,2026-04-07 10:35:00
1775538600,533.3,554.2,533.3,549.45,1625,2026-04-07 10:40:00
1775538900,549.45,552.35,535.3,535.3,1365,2026-04-07 10:45:00
1775539200,535.3,536.65,496.8,500.0,3315,2026-04-07 10:50:00
1775539500,500.0,519.85,479.55,485.9,5980,2026-04-07 10:55:00
1775539800,485.65,493.35,479.5,492.55,6370,2026-04-07 11:00:00
1775540100,492.55,507.95,490.8,498.9,2795,2026-04-07 11:05:00
1775540400,498.9,504.95,492.8,499.5,715,2026-04-07 11:10:00
1775540700,499.5,517.2,499.5,514.1,4615,2026-04-07 11:15:00
1775541000,514.1,527.0,511.0,524.5,3965,2026-04-07 11:20:00
1775541300,524.5,539.7,524.0,539.7,4095,2026-04-07 11:25:00
1775541600,539.7,539.7,533.0,536.0,1105,2026-04-07 11:30:00
1775541900,536.0,544.0,530.05,539.55,4030,2026-04-07 11:35:00
1775542200,539.55,539.55,519.25,525.65,910,2026-04-07 11:40:00
1775542500,529.6,529.6,516.15,523.35,2990,2026-04-07 11:45:00
1775542800,523.35,527.0,520.55,526.55,260,2026-04-07 11:50:00
1775543100,526.55,563.75,526.55,555.0,3250,2026-04-07 11:55:00
1775543400,555.0,558.25,536.3,537.0,780,2026-04-07 12:00:00
1775543700,534.95,539.5,524.1,539.5,780,2026-04-07 12:05:00
1775544000,539.5,539.5,518.65,532.15,910,2026-04-07 12:10:00
1775544300,532.15,533.75,528.3,528.3,390,2026-04-07 12:15:00
1775544600,528.3,528.3,515.5,515.5,390,2026-04-07 12:20:00
1775544900,515.5,526.5,515.5,524.2,1040,2026-04-07 12:25:00
1775545200,529.0,536.7,523.0,523.0,715,2026-04-07 12:30:00
1775545500,523.0,533.25,523.0,529.9,455,2026-04-07 12:35:00
1775545800,529.9,540.65,529.9,540.65,1625,2026-04-07 12:40:00
1775546100,540.65,540.65,531.15,535.1,1170,2026-04-07 12:45:00
1775546400,535.1,535.1,529.8,534.55,520,2026-04-07 12:50:00
1775546700,534.55,538.0,527.4,527.4,650,2026-04-07 12:55:00
1775547000,527.4,532.2,517.4,528.7,520,2026-04-07 13:00:00
1775547300,528.7,528.7,522.85,523.95,260,2026-04-07 13:05:00
1775547600,523.95,538.95,522.25,537.65,845,2026-04-07 13:10:00
1775547900,537.65,550.55,537.65,550.0,1820,2026-04-07 13:15:00
1775548200,547.15,547.15,536.6,536.6,1235,2026-04-07 13:20:00
1775548500,536.6,542.9,526.2,542.9,1235,2026-04-07 13:25:00
1775548800,542.9,590.0,542.9,567.55,10725,2026-04-07 13:30:00
1775549100,572.85,582.5,567.55,579.95,2925,2026-04-07 13:35:00
1775549400,579.95,607.45,572.3,601.3,3835,2026-04-07 13:40:00
1775549700,601.3,602.35,574.1,574.1,1950,2026-04-07 13:45:00
1775550000,574.1,589.15,560.0,583.65,1170,2026-04-07 13:50:00
1775550300,583.65,583.65,542.15,546.0,1625,2026-04-07 13:55:00
1775550600,546.0,577.0,546.0,576.0,2535,2026-04-07 14:00:00
1775550900,576.0,576.0,569.0,569.6,780,2026-04-07 14:05:00
1775551200,569.6,574.35,568.0,574.0,325,2026-04-07 14:10:00
1775551500,574.0,578.0,562.4,566.05,910,2026-04-07 14:15:00
1775551800,566.05,566.05,555.6,555.6,1235,2026-04-07 14:20:00
1775552100,555.6,578.0,555.6,573.3,2015,2026-04-07 14:25:00
1775552400,572.85,590.0,572.85,578.35,1430,2026-04-07 14:30:00
1775552700,578.35,578.35,559.55,564.5,1365,2026-04-07 14:35:00
1775553000,567.15,580.6,567.15,577.65,1495,2026-04-07 14:40:00
1775553300,577.65,595.05,577.65,590.1,910,2026-04-07 14:45:00
1775553600,590.1,593.0,589.65,593.0,520,2026-04-07 14:50:00
1775553900,593.0,616.6,593.0,608.05,3250,2026-04-07 14:55:00
1775554200,608.05,620.0,599.85,611.75,5395,2026-04-07 15:00:00
1775554500,611.75,622.9,611.35,613.2,1170,2026-04-07 15:05:00
1775554800,613.2,613.2,600.1,606.0,1300,2026-04-07 15:10:00
1775555100,603.5,610.5,603.5,610.5,1300,2026-04-07 15:15:00
1775555400,609.65,620.8,609.65,617.45,8515,2026-04-07 15:20:00
1775555700,615.55,637.3,615.55,630.0,17875,2026-04-07 15:25:00
