epoch,o,h,l,c,v,time,vwap
1777520700,550.0,550.0,506.15,515.35,28730,2026-04-30 09:15:00,515.35
1777520760,519.4,522.6,498.0,498.0,20930,2026-04-30 09:16:00,508.0375654450262
1777520820,496.6,505.25,494.2,502.35,12805,2026-04-30 09:17:00,506.8716441207076
1777520880,502.35,507.0,495.5,499.4,8450,2026-04-30 09:18:00,505.9813473877177
1777520940,499.4,499.4,484.0,487.15,11635,2026-04-30 09:19:00,503.3271653543307
1777521000,487.15,489.1,466.05,467.1,26130,2026-04-30 09:20:00,494.61704545454546
1777521060,467.95,467.95,446.65,449.15,49985,2026-04-30 09:21:00,480.2933428922573
1777521120,444.95,449.15,436.45,444.65,20215,2026-04-30 09:22:00,476.2653343023256
1777521180,450.55,462.15,443.85,445.0,11310,2026-04-30 09:23:00,474.40608339029393
1777521240,443.2,456.1,443.2,450.5,7605,2026-04-30 09:24:00,473.4869208018403
1777521300,449.55,453.55,442.0,445.25,11180,2026-04-30 09:25:00,471.976267496112
1777521360,449.65,452.25,445.0,450.0,4420,2026-04-30 09:26:00,471.5210782820591
1777521420,450.0,452.1,436.05,440.8,11375,2026-04-30 09:27:00,469.9663678426836
1777521480,441.25,449.1,435.8,439.2,15795,2026-04-30 09:28:00,467.94631180761957
1777521540,439.2,440.85,432.6,434.3,13195,2026-04-30 09:29:00,466.1967725409836
1777521600,433.0,436.3,428.0,433.0,15210,2026-04-30 09:30:00,464.31952634122763
1777521660,431.8,440.6,431.75,440.0,19500,2026-04-30 09:31:00,462.67557458314553
1777521720,442.0,458.0,442.0,455.5,19955,2026-04-30 09:32:00,462.2113171759747
1777521780,454.7,456.3,446.35,454.0,10920,2026-04-30 09:33:00,461.93053124363934
1777521840,454.05,464.4,449.4,462.35,15210,2026-04-30 09:34:00,461.9496017097338
1777521900,463.0,467.35,451.55,458.8,22490,2026-04-30 09:35:00,461.7512106317131
1777521960,458.8,458.8,442.65,458.35,12740,2026-04-30 09:36:00,461.63403058534016
1777522020,458.95,458.95,449.55,450.45,5395,2026-04-30 09:37:00,461.47320686070685
1777522080,452.45,463.95,448.5,458.9,6305,2026-04-30 09:38:00,461.43067813937637
1777522140,458.9,464.05,453.4,454.8,3965,2026-04-30 09:39:00,461.3624704890388
1777522200,450.0,452.8,443.85,452.8,7280,2026-04-30 09:40:00,461.2037487586892
1777522260,454.3,465.0,450.45,462.95,6435,2026-04-30 09:41:00,461.23190034196386
1777522320,462.95,474.0,459.6,474.0,20995,2026-04-30 09:42:00,461.86991027227725
1777522380,473.3,476.0,468.6,475.0,20345,2026-04-30 09:43:00,462.47633171019623
1777522440,475.25,482.0,470.3,482.0,13000,2026-04-30 09:44:00,463.0359896803784
1777522500,482.2,486.0,474.25,479.45,20215,2026-04-30 09:45:00,463.7364228869374
1777522560,479.55,490.0,479.0,484.9,20215,2026-04-30 09:46:00,464.6025727069351
1777522620,487.95,487.95,471.0,471.0,8190,2026-04-30 09:47:00,464.7069190938511
1777522680,469.5,471.15,461.9,467.85,3835,2026-04-30 09:48:00,464.7307425488181
1777522740,464.45,468.4,460.0,464.45,7540,2026-04-30 09:49:00,464.7266202531646
1777522800,465.15,465.9,451.95,458.4,7540,2026-04-30 09:50:00,464.63506736526944
1777522860,457.8,460.95,446.5,460.0,72345,2026-04-30 09:51:00,464.0699638514624
1777522920,461.05,465.95,451.6,455.95,10985,2026-04-30 09:52:00,463.9223757797376
1777522980,454.0,463.1,454.0,455.15,6565,2026-04-30 09:53:00,463.8281093733376
1777523040,455.15,459.0,445.0,445.0,7995,2026-04-30 09:54:00,463.58489813064483
1777523100,445.0,449.7,444.0,447.95,55705,2026-04-30 09:55:00,462.29391559880526
1777523160,447.95,452.45,440.1,440.25,4030,2026-04-30 09:56:00,462.1630159946365
1777523220,440.1,441.95,436.05,437.1,20605,2026-04-30 09:57:00,461.4244980479643
1777523280,437.0,437.0,431.25,433.95,13260,2026-04-30 09:58:00,460.9132047071702
1777523340,435.0,438.25,432.35,432.9,8645,2026-04-30 09:59:00,460.5773997296079
1777523400,433.8,433.8,418.1,422.5,25740,2026-04-30 10:00:00,459.2651857975807
1777523460,421.7,421.7,413.3,419.3,12025,2026-04-30 10:01:00,458.63195871873927
1777523520,420.15,423.4,414.55,414.55,15145,2026-04-30 10:02:00,457.76949366025696
1777523580,414.55,417.1,411.0,414.5,13715,2026-04-30 10:03:00,457.016204620462
1777523640,414.6,414.95,405.25,406.75,13975,2026-04-30 10:04:00,456.14006080259423
1777523700,406.75,415.95,403.5,415.0,13715,2026-04-30 10:05:00,455.4481627610394
1777523760,414.1,414.3,409.4,414.3,8775,2026-04-30 10:06:00,455.0101056698999
1777523820,414.3,418.8,413.1,413.1,9490,2026-04-30 10:07:00,454.5330747641693
1777523880,413.1,413.1,406.4,410.35,10140,2026-04-30 10:08:00,454.00218362474004
1777523940,410.35,411.0,401.0,406.2,19240,2026-04-30 10:09:00,452.9366330295956
1777524000,406.2,408.4,403.6,406.55,10530,2026-04-30 10:10:00,452.3775500334797
1777524060,405.45,407.95,401.0,403.8,8060,2026-04-30 10:11:00,451.9334942867674
1777524120,403.8,404.0,399.05,402.05,12675,2026-04-30 10:12:00,451.22656976744184
1777524180,402.3,404.7,401.0,403.4,3445,2026-04-30 10:13:00,451.0430608846739
1777524240,403.4,405.4,400.2,403.75,7215,2026-04-30 10:14:00,450.666047831083
1777524300,401.1,405.0,399.6,403.85,12480,2026-04-30 10:15:00,450.0292752904505
1777524360,404.8,406.0,397.2,398.0,16835,2026-04-30 10:16:00,449.09184347826084
1777524420,397.95,397.95,380.6,386.45,41730,2026-04-30 10:17:00,446.4138076846241
1777524480,385.0,396.0,384.9,396.0,28600,2026-04-30 10:18:00,444.9787248495827
1777524540,398.0,405.4,398.0,401.1,42445,2026-04-30 10:19:00,443.20015207945374
1777524600,401.1,406.3,398.0,403.05,18720,2026-04-30 10:20:00,442.4949902427125
1777524660,403.05,405.0,401.4,403.35,10140,2026-04-30 10:21:00,442.1260994321614
1777524720,403.45,406.25,398.0,399.35,13910,2026-04-30 10:22:00,441.58017354484736
1777524780,399.35,401.7,396.7,398.85,3900,2026-04-30 10:23:00,441.42781970525317
1777524840,397.75,397.75,388.6,396.6,87360,2026-04-30 10:24:00,438.1123569227383
1777524900,395.0,398.9,390.8,393.25,11830,2026-04-30 10:25:00,437.66749754821836
1777524960,395.25,395.95,391.05,392.2,6695,2026-04-30 10:26:00,437.4137644254213
1777525020,391.8,402.45,391.8,402.45,77545,2026-04-30 10:27:00,435.2910279898219
1777525080,402.0,402.45,396.85,396.85,12740,2026-04-30 10:28:00,434.9113826463771
1777525140,397.0,399.5,397.0,398.0,3705,2026-04-30 10:29:00,434.8056725116817
1777525200,397.6,404.1,397.0,404.1,6370,2026-04-30 10:30:00,434.65522223888803
1777525260,405.1,405.95,401.95,405.45,5460,2026-04-30 10:31:00,434.5330794124969
1777525320,405.0,405.6,401.2,401.2,15145,2026-04-30 10:32:00,434.15082685303673
1777525380,402.9,405.85,401.15,404.5,5265,2026-04-30 10:33:00,434.03308985734594
1777525440,402.95,405.0,399.0,404.6,7020,2026-04-30 10:34:00,433.878080655386
1777525500,403.2,414.65,403.2,410.7,15275,2026-04-30 10:35:00,433.6154806672452
1777525560,410.7,413.75,407.1,409.9,11245,2026-04-30 10:36:00,433.4193162801817
1777525620,411.25,412.0,404.05,411.1,8450,2026-04-30 10:37:00,433.28144452363983
1777525680,414.0,414.85,410.55,410.55,14040,2026-04-30 10:38:00,433.0505056206199
1777525740,410.4,418.8,410.4,417.45,11960,2026-04-30 10:39:00,432.91665190020984
1777525800,417.45,419.25,414.1,414.1,13975,2026-04-30 10:40:00,432.72987534626037
1777525860,415.8,417.0,410.0,410.05,9490,2026-04-30 10:41:00,432.57802439695496
1777525920,410.05,412.15,405.0,405.0,11115,2026-04-30 10:42:00,432.3634436001274
1777525980,405.0,410.0,400.9,410.0,9620,2026-04-30 10:43:00,432.2138485875706
1777526040,409.5,415.0,408.95,410.25,10595,2026-04-30 10:44:00,432.0532192211055
1777526100,410.15,411.65,397.4,398.25,16770,2026-04-30 10:45:00,431.6663998048434
1777526160,398.25,401.55,395.0,395.25,9035,2026-04-30 10:46:00,431.44326206744546
1777526220,396.0,398.4,393.35,394.95,14820,2026-04-30 10:47:00,431.08012918430586
1777526280,394.95,397.6,394.95,397.6,4875,2026-04-30 10:48:00,430.97089785975294
1777526340,397.6,397.6,393.45,394.0,3445,2026-04-30 10:49:00,430.8858556486264
1777526400,393.0,393.0,386.95,390.25,13455,2026-04-30 10:50:00,430.52403432553336
1777526460,389.05,396.0,389.05,394.0,11895,2026-04-30 10:51:00,430.23877555375356
1777526520,394.0,397.5,387.2,388.1,7800,2026-04-30 10:52:00,430.0240647955501
1777526580,387.0,391.0,387.0,391.0,3705,2026-04-30 10:53:00,429.92984369705187
1777526640,389.4,389.4,384.6,387.8,11765,2026-04-30 10:54:00,429.6092963134222
1777526700,387.8,387.95,380.5,382.75,10140,2026-04-30 10:55:00,429.3040112758405
1777526760,381.0,383.2,376.75,378.0,16185,2026-04-30 10:56:00,428.7760002479954
1777526820,378.0,388.0,377.0,388.0,16445,2026-04-30 10:57:00,428.35401276230215
1777526880,387.0,390.15,385.15,389.8,9165,2026-04-30 10:58:00,428.1329245973646
1777526940,389.8,389.85,387.05,388.4,5200,2026-04-30 10:59:00,428.0040680233501
1777527000,388.25,395.0,388.25,394.8,21125,2026-04-30 11:00:00,427.57229424238784
1777527060,395.0,395.35,392.0,394.15,4420,2026-04-30 11:01:00,427.4816068792147
1777527120,395.0,399.0,394.7,396.35,8970,2026-04-30 11:02:00,427.3111175046629
1777527180,396.0,397.25,393.05,393.05,6305,2026-04-30 11:03:00,427.1797398798229
1777527240,393.05,394.0,388.8,390.55,4940,2026-04-30 11:04:00,427.0700181302223
1777527300,390.85,395.7,390.85,395.0,6045,2026-04-30 11:05:00,426.9528961319458
1777527360,395.5,397.95,395.5,396.85,3835,2026-04-30 11:06:00,426.8833117849867
1777527420,396.85,401.75,394.9,394.9,16380,2026-04-30 11:07:00,426.5706257759156
1777527480,394.9,396.0,391.0,391.7,4030,2026-04-30 11:08:00,426.48695138942645
1777527540,390.8,398.0,390.2,398.0,2730,2026-04-30 11:09:00,426.44072063369396
1777527600,398.1,399.6,395.7,399.0,16965,2026-04-30 11:10:00,426.166743812402
1777527660,395.5,395.5,390.1,390.1,15795,2026-04-30 11:11:00,425.8345645087932
1777527720,389.4,390.65,387.55,390.1,7735,2026-04-30 11:12:00,425.67411425121685
1777527780,390.1,390.1,384.2,385.2,9555,2026-04-30 11:13:00,425.450861163227
1777527840,384.0,385.1,382.0,383.15,13325,2026-04-30 11:14:00,425.1279538261031
1777527900,382.0,386.8,378.8,386.8,11635,2026-04-30 11:15:00,424.8741732632981
1777527960,386.95,393.2,386.0,393.2,9425,2026-04-30 11:16:00,424.70519150814965
1777528020,395.0,395.0,387.5,390.0,5395,2026-04-30 11:17:00,424.5995304819896
1777528080,389.5,390.2,385.55,386.4,4095,2026-04-30 11:18:00,424.5114583714547
1777528140,386.4,389.0,386.4,387.75,2730,2026-04-30 11:19:00,424.4550407425001
1777528200,385.55,389.55,382.6,382.6,3770,2026-04-30 11:20:00,424.36652324521424
1777528260,381.9,388.4,381.9,387.15,4680,2026-04-30 11:21:00,424.2690729897807
1777528320,387.15,387.15,382.6,382.6,3445,2026-04-30 11:22:00,424.1889110707804
1777528380,382.6,387.0,382.6,383.05,7540,2026-04-30 11:23:00,424.0164208776115
1777528440,382.4,387.0,382.4,385.3,6890,2026-04-30 11:24:00,423.868648278842
1777528500,386.0,391.65,385.7,390.0,28990,2026-04-30 11:25:00,423.3333368771706
1777528560,389.4,392.4,389.0,392.4,38805,2026-04-30 11:26:00,422.6924483775811
1777528620,392.55,393.7,390.8,393.7,2145,2026-04-30 11:27:00,422.65928313921245
1777528680,392.0,393.05,390.0,390.45,13065,2026-04-30 11:28:00,422.43641605563016
1777528740,390.45,403.6,390.45,403.5,18590,2026-04-30 11:29:00,422.25179648883585
1777528800,402.0,403.0,398.25,400.75,7215,2026-04-30 11:30:00,422.1707430550839
1777528860,399.2,406.4,397.95,405.0,13390,2026-04-30 11:31:00,422.05145352758666
1777528920,403.95,407.55,397.75,399.15,26845,2026-04-30 11:32:00,421.73685847330785
1777528980,399.15,409.95,397.25,407.05,17160,2026-04-30 11:33:00,421.6090161231824
1777529040,408.55,411.0,405.35,409.9,25935,2026-04-30 11:34:00,421.4569757224681
1777529100,409.85,415.0,407.75,412.7,11180,2026-04-30 11:35:00,421.4082313915858
1777529160,416.0,420.25,415.55,417.05,17745,2026-04-30 11:36:00,421.3700638372951
1777529220,417.05,418.85,410.6,411.25,10465,2026-04-30 11:37:00,421.31806504116935
1777529280,410.15,410.7,403.8,404.35,9295,2026-04-30 11:38:00,421.240979127617
1777529340,402.9,414.85,402.9,412.45,9815,2026-04-30 11:39:00,421.19900878968
1777529400,412.9,412.9,400.0,406.9,11960,2026-04-30 11:40:00,421.11630359612724
