epoch,o,h,l,c,v,time
1776397500,59.9,74.45,57.65,61.05,1632020,2026-04-17 09:15:00
1776397560,60.65,60.65,51.75,58.35,1326390,2026-04-17 09:16:00
1776397620,58.45,59.5,53.0,54.5,671125,2026-04-17 09:17:00
1776397680,55.1,56.0,53.05,55.95,482950,2026-04-17 09:18:00
1776397740,55.2,57.85,54.5,54.8,432640,2026-04-17 09:19:00
1776397800,54.55,55.25,53.35,54.2,433225,2026-04-17 09:20:00
1776397860,54.25,55.0,52.8,53.7,387660,2026-04-17 09:21:00
1776397920,53.7,53.7,51.65,53.25,399425,2026-04-17 09:22:00
1776397980,53.3,53.6,52.0,52.6,250120,2026-04-17 09:23:00
1776398040,52.65,56.35,52.2,56.05,330720,2026-04-17 09:24:00
1776398100,55.55,56.0,53.8,53.8,337480,2026-04-17 09:25:00
1776398160,53.35,54.6,52.2,52.5,332540,2026-04-17 09:26:00
1776398220,52.4,53.35,51.3,52.6,267410,2026-04-17 09:27:00
1776398280,52.6,52.7,50.35,51.3,268385,2026-04-17 09:28:00
1776398340,51.2,51.75,50.0,50.1,232960,2026-04-17 09:29:00
1776398400,50.05,53.95,49.6,53.75,301015,2026-04-17 09:30:00
1776398460,53.7,55.65,53.65,54.45,413920,2026-04-17 09:31:00
1776398520,54.5,55.0,52.7,54.2,213590,2026-04-17 09:32:00
1776398580,54.15,56.45,53.9,55.2,336245,2026-04-17 09:33:00
1776398640,55.0,57.65,54.6,57.3,296595,2026-04-17 09:34:00
1776398700,57.7,60.7,57.35,60.35,795470,2026-04-17 09:35:00
1776398760,60.1,61.45,59.3,61.1,486655,2026-04-17 09:36:00
1776398820,61.15,62.75,60.1,61.0,566410,2026-04-17 09:37:00
1776398880,61.0,61.0,53.25,54.5,841035,2026-04-17 09:38:00
1776398940,54.5,55.3,52.4,54.65,389155,2026-04-17 09:39:00
1776399000,54.5,54.65,51.35,52.55,327665,2026-04-17 09:40:00
1776399060,52.7,55.8,52.2,55.75,210535,2026-04-17 09:41:00
1776399120,55.7,58.35,55.7,58.0,403780,2026-04-17 09:42:00
1776399180,58.0,59.7,56.35,57.45,341835,2026-04-17 09:43:00
1776399240,57.45,57.5,55.5,55.9,195910,2026-04-17 09:44:00
1776399300,55.85,56.65,53.8,55.75,257400,2026-04-17 09:45:00
1776399360,55.8,55.85,53.55,54.1,217100,2026-04-17 09:46:00
1776399420,54.3,54.3,51.85,52.6,317135,2026-04-17 09:47:00
1776399480,52.75,52.8,51.2,52.45,317915,2026-04-17 09:48:00
1776399540,52.7,52.8,50.55,51.55,232700,2026-04-17 09:49:00
1776399600,51.25,51.35,49.0,51.0,446095,2026-04-17 09:50:00
1776399660,51.05,51.15,49.65,50.45,134875,2026-04-17 09:51:00
1776399720,50.4,51.0,49.3,49.75,177060,2026-04-17 09:52:00
1776399780,49.4,50.9,49.15,50.25,244010,2026-04-17 09:53:00
1776399840,50.1,51.2,49.4,50.15,215670,2026-04-17 09:54:00
1776399900,50.05,51.7,49.45,50.8,211120,2026-04-17 09:55:00
1776399960,50.85,51.2,47.05,47.75,373555,2026-04-17 09:56:00
1776400020,47.8,48.45,46.6,48.35,391820,2026-04-17 09:57:00
1776400080,48.4,50.0,47.6,49.9,211380,2026-04-17 09:58:00
1776400140,49.6,50.0,47.2,47.7,179400,2026-04-17 09:59:00
1776400200,47.85,47.85,46.8,47.05,145210,2026-04-17 10:00:00
1776400260,46.95,51.65,46.15,49.15,305370,2026-04-17 10:01:00
1776400320,49.05,50.15,48.0,48.2,163085,2026-04-17 10:02:00
1776400380,48.1,49.0,46.0,46.4,204815,2026-04-17 10:03:00
1776400440,46.55,46.55,44.1,44.4,656175,2026-04-17 10:04:00
1776400500,44.35,44.8,43.05,43.15,744315,2026-04-17 10:05:00
1776400560,43.05,43.4,42.2,42.55,424840,2026-04-17 10:06:00
1776400620,42.5,42.85,42.0,42.5,268645,2026-04-17 10:07:00
1776400680,42.4,43.25,42.0,43.0,419510,2026-04-17 10:08:00
1776400740,43.2,43.45,42.55,42.9,384215,2026-04-17 10:09:00
1776400800,43.05,43.5,42.7,42.8,221390,2026-04-17 10:10:00
1776400860,42.9,43.05,41.75,42.0,217490,2026-04-17 10:11:00
1776400920,41.9,42.45,41.45,41.55,202735,2026-04-17 10:12:00
1776400980,41.5,41.75,40.6,41.0,212615,2026-04-17 10:13:00
1776401040,41.0,41.25,40.05,40.3,310050,2026-04-17 10:14:00
1776401100,40.0,40.05,39.2,39.5,752245,2026-04-17 10:15:00
1776401160,39.5,39.75,39.0,39.0,251225,2026-04-17 10:16:00
1776401220,39.1,39.8,38.6,39.25,245570,2026-04-17 10:17:00
1776401280,39.3,39.6,38.9,38.9,180960,2026-04-17 10:18:00
1776401340,39.05,39.25,38.25,38.8,1224405,2026-04-17 10:19:00
1776401400,38.65,39.1,38.3,38.85,137930,2026-04-17 10:20:00
1776401460,38.8,39.2,38.35,38.4,117130,2026-04-17 10:21:00
1776401520,38.45,38.55,37.75,37.9,322920,2026-04-17 10:22:00
1776401580,37.85,38.9,37.8,38.85,153010,2026-04-17 10:23:00
1776401640,38.7,38.8,37.65,38.0,158535,2026-04-17 10:24:00
1776401700,37.9,38.1,37.25,38.05,144885,2026-04-17 10:25:00
1776401760,38.05,38.05,37.0,37.45,184860,2026-04-17 10:26:00
1776401820,37.5,38.0,37.4,37.6,184340,2026-04-17 10:27:00
1776401880,37.7,38.4,37.2,38.05,1240460,2026-04-17 10:28:00
1776401940,38.1,39.3,37.7,39.15,247845,2026-04-17 10:29:00
1776402000,39.3,39.3,38.1,39.1,263705,2026-04-17 10:30:00
1776402060,39.2,39.8,39.05,39.4,276185,2026-04-17 10:31:00
1776402120,39.55,41.65,39.4,41.5,338780,2026-04-17 10:32:00
1776402180,41.3,41.7,40.6,41.05,307905,2026-04-17 10:33:00
1776402240,40.75,42.45,40.5,41.5,331630,2026-04-17 10:34:00
1776402300,41.55,41.8,40.5,40.55,213005,2026-04-17 10:35:00
1776402360,40.65,41.3,40.15,40.3,151255,2026-04-17 10:36:00
1776402420,40.1,42.4,40.1,42.15,192985,2026-04-17 10:37:00
1776402480,42.25,42.6,41.5,42.1,249665,2026-04-17 10:38:00
1776402540,42.05,42.95,41.2,42.7,240240,2026-04-17 10:39:00
1776402600,42.6,43.8,42.25,42.6,327730,2026-04-17 10:40:00
1776402660,42.8,42.95,41.55,41.55,208260,2026-04-17 10:41:00
1776402720,41.75,42.15,40.6,41.7,183885,2026-04-17 10:42:00
1776402780,41.6,42.75,41.2,42.4,92690,2026-04-17 10:43:00
1776402840,42.4,42.6,41.15,41.2,93535,2026-04-17 10:44:00
1776402900,41.4,42.3,41.2,41.4,93405,2026-04-17 10:45:00
1776402960,41.45,41.45,40.15,41.1,307775,2026-04-17 10:46:00
1776403020,41.0,41.45,40.3,41.25,129935,2026-04-17 10:47:00
1776403080,41.2,42.0,40.95,41.5,101010,2026-04-17 10:48:00
1776403140,41.35,41.35,39.9,40.45,175890,2026-04-17 10:49:00
1776403200,40.45,41.35,39.75,40.25,93795,2026-04-17 10:50:00
1776403260,40.3,41.95,40.3,41.3,123305,2026-04-17 10:51:00
1776403320,41.4,41.6,40.65,40.8,84045,2026-04-17 10:52:00
1776403380,40.85,41.55,40.75,41.4,159315,2026-04-17 10:53:00
1776403440,41.4,41.4,40.05,40.55,133445,2026-04-17 10:54:00
1776403500,40.85,40.85,40.15,40.15,55250,2026-04-17 10:55:00
1776403560,40.3,40.6,39.75,39.95,132340,2026-04-17 10:56:00
