epoch,o,h,l,c,v,time
1776656700,149.7,154.4,69.45,103.25,13946075,2026-04-20 09:15:00
1776657000,104.05,125.55,102.5,122.6,11542830,2026-04-20 09:20:00
1776657300,123.2,138.35,118.8,121.6,10956985,2026-04-20 09:25:00
1776657600,121.45,126.3,103.25,109.3,8200985,2026-04-20 09:30:00
1776657900,108.95,113.15,100.3,104.8,5113745,2026-04-20 09:35:00
1776658200,104.35,108.9,84.8,85.6,7073235,2026-04-20 09:40:00
1776658500,85.65,86.35,77.9,80.35,5393570,2026-04-20 09:45:00
1776658800,80.45,102.55,77.85,100.15,6841835,2026-04-20 09:50:00
1776659100,100.45,105.5,92.35,99.05,6231420,2026-04-20 09:55:00
1776659400,98.95,115.0,94.8,110.85,7603310,2026-04-20 10:00:00
1776659700,110.4,126.9,106.8,124.0,8854430,2026-04-20 10:05:00
1776660000,123.85,124.5,114.25,121.15,5745285,2026-04-20 10:10:00
1776660300,121.8,132.45,118.4,126.0,7771465,2026-04-20 10:15:00
1776660600,126.4,135.6,116.9,131.05,7085130,2026-04-20 10:20:00
1776660900,129.5,136.9,123.25,135.45,7060235,2026-04-20 10:25:00
1776661200,135.2,160.2,134.9,151.7,12235015,2026-04-20 10:30:00
1776661500,150.8,156.9,143.85,150.85,5112510,2026-04-20 10:35:00
1776661800,150.85,157.4,150.35,153.2,3919890,2026-04-20 10:40:00
1776662100,152.25,153.3,142.05,150.4,4230785,2026-04-20 10:45:00
1776662400,150.25,151.0,139.05,146.15,3500835,2026-04-20 10:50:00
1776662700,146.95,150.0,140.5,149.0,2729480,2026-04-20 10:55:00
1776663000,148.95,155.0,140.55,153.4,3462810,2026-04-20 11:00:00
1776663300,153.2,156.75,137.9,139.4,4491695,2026-04-20 11:05:00
1776663600,138.95,144.2,133.7,135.5,5038735,2026-04-20 11:10:00
1776663900,135.1,152.7,135.1,148.1,4157465,2026-04-20 11:15:00
1776664200,148.25,169.8,146.65,166.2,5971290,2026-04-20 11:20:00
1776664500,166.7,172.05,159.25,168.1,5330975,2026-04-20 11:25:00
1776664800,168.5,170.3,159.8,160.7,2608580,2026-04-20 11:30:00
1776665100,161.35,167.2,156.05,164.95,3023150,2026-04-20 11:35:00
1776665400,164.8,169.2,160.75,164.2,2438280,2026-04-20 11:40:00
1776665700,164.1,170.5,160.55,165.5,2242565,2026-04-20 11:45:00
1776666000,165.0,166.6,158.15,165.45,1646450,2026-04-20 11:50:00
1776666300,165.8,167.45,161.35,165.0,1255410,2026-04-20 11:55:00
1776666600,165.0,170.3,159.4,160.7,1803945,2026-04-20 12:00:00
1776666900,161.2,161.9,154.5,155.9,2319395,2026-04-20 12:05:00
1776667200,155.95,157.45,144.2,149.95,3625570,2026-04-20 12:10:00
1776667500,149.45,153.85,143.4,147.0,2719535,2026-04-20 12:15:00
1776667800,146.85,154.5,146.6,151.75,2154360,2026-04-20 12:20:00
